row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,
199503380158905,19950338015,31가지곡물&씨앗프렌치롤,주식회사 에스피씨삼립,빵류,아몬드슬라이스. 곡류가공품. 효모. 곡류가공품. 사양벌꿀. 설탕. 해바라기씨앗. 곡류가공품. 쇼트닝. 전란액. 곡류가공품. 호두. 영양강화밀가루. 정제수. 밀가루. 곡류가공품. 세부원재료. 세부원재료. 기타가공품. 정제소금. 기타가공품. 기타가공품. 식품첨가물혼합제제. 기타가공품. 주정. 글리세린지방산에스테르. 향료. 쇼트닝. 곡류가공품. 효소처리스테비아. 식품첨가물혼합제제,,
19980364325750,19980364325,31종 멀티바이오틱스,(주)대호양행,기타가공품,프락토올리고당. 효모. Clostridium butyricum strain Miyairi. Bacillus coagulans. Bacillus subtilis. 유산균배양건조물. 유산균배양건조물. 유산균배양건조물. 유산균혼합분말. 덱스트린,,
20030445243374,20030445243,31종 전통식물농축액,영농조합법인 산정푸드,액상차,식물혼합농축액,,
2016037230753,20160372307,31혼합곡물,그랜드푸드,곡류가공품,통밀. 늘보리. 늘찰보리. 찰현미. 기장쌀. 강낭콩. 메밀. 검정콩. 수수쌀. 약콩. 차조. 팥. 보리. 검정깨(흑임자). 검정콩. 완두. 들깨. 녹두. 참깨. 율무쌀. 녹미. 현미. 옥수수. 멥쌀. 백태. 찹쌀. 귀리. 보리쌀. 찰보리. 흑미. 찰흑미,,
201804521295,20180452129,32%과산화수소,(주)서울아이씨,식품첨가물과기구등의살균소독제,정제수. 과산화수소,,
199503421851000,19950342185,321 치자청B,(주)두비산업,치자청색소,치자청색소. 정제수. 글리세린,,
199503421851001,19950342185,321 치자청G,(주)두비산업,치자청색소,치자청색소. 정제수. 글리세린,,
199503421851180,19950342185,321 치자황N,(주)두비산업,치자황색소,글리세린. 정제수. 치자황색소,,
199503421851003,19950342185,321 치자황P,(주)두비산업,치자황색소,치자황색소. 정제수. 글리세린,,
199503421851142,19950342185,321 치자황R,(주)두비산업,치자황색소,글리세린. 정제수. 치자황색소,,
199503421851002,19950342185,321 치자황S,(주)두비산업,치자황색소,치자황색소. 정제수. 글리세린,,
199503421851050,19950342185,321 치자황WM,(주)두비산업,치자황색소,치자황색소. 정제수. 글리세린,,
2017034246719,20170342467,321레몬 PK,(주)두비산업,당류가공품,레몬농축액. 합성향료. 구연산삼나트륨. 비타민 C. 치자황색소. 액상과당,,
2017034246798,20170342467,321레몬 PK-Y,(주)두비산업,당류가공품,당류가공품. 기타과당. 합성향료. 정제수. 치자황색소. 비타민 C. 구연산삼나트륨,,
20170342467124,20170342467,321레몬 PM,(주)두비산업,당류가공품,레몬농축액. 기타과당. 합성향료,,
2017034246718,20170342467,321블루베리 PK,(주)두비산업,당류가공품,블루베리농축액. 합성향료. 혼합제제. 치자청색소. 액상과당,,
20170342467118,20170342467,321석류 PK,(주)두비산업,당류가공품,당류가공품. 기타과당. 정제수. 합성향료. 혼합제제. 홍화황색소,,
20170342467123,20170342467,321석류 PM,(주)두비산업,당류가공품,석류농축액. 기타과당. 합성향료,,
201403702541,20140370254,323아트스튜디오커피,323아트 스튜디오,커피,커피원두,,
19550509001259,19550509001,32°숙성양조진간장,매일식품주식회사,양조간장,감초추출물. 5-리보뉴클레오티드이나트륨. 효모식품. 효모추출물. 주정. 정제소금. 설탕. 양조간장원액. 정제수,,
20170094817300,20170094817,32년전통 명품 천안원조 병천아우내 백순대곱창볶음1kg,환푸드F&B,즉석조리식품,즉석조리식품. 돼지곱창. 면류. 양배추. 대파. 당근. 들깻잎. 소스류. 소스류,,
20170094817301,20170094817,32년전통 명품 천안원조 병천아우내 순대곱창전골1.2kg,환푸드F&B,즉석조리식품,즉석조리식품. 돼지곱창. 돼지사골추출액. 느타리버섯. 건표고버섯. 정제수. 고춧가루. 정제소금. 들깨가루. 마늘. 후추가루. 복합조미식품. L-글루탐산나트륨,,
2017009481798,20170094817,32년전통 천안병천 대복 백순대곱창볶음1kg(2인분),환푸드F&B,즉석조리식품,소스류. 소스류. 들깻잎. 당근. 대파. 양배추. 즉석조리식품. 돼지곱창. 면류,,
2017009481799,20170094817,32년전통 천안병천 대복 순대곱창전골1kg (2인분),환푸드F&B,즉석조리식품,즉석조리식품. 돼지곱창. 돼지사골추출액. 느타리버섯. 대파. 건표고버섯. 정제수. 고춧가루. 정제소금. 들깨가루. 마늘. 후추가루. 복합조미식품. L-글루탐산나트륨,,
20020368481150,20020368481,32파르페 딸기 소프트아이스,(주)대호식품,당류가공품,딸기과즙분말. 비트레드. 딸기향. 정제염. 구아검. 덱스트린. 혼합분유. 식물성크림. 백설탕,,
20020368481149,20020368481,32파르페 망고 소프트아이스,(주)대호식품,당류가공품,혼합제제. 망고향. 구아검. 구연산. 정제염. 기타가공품. 혼합분유. 식물성크림. 백설탕. 망고과즙분말,,
20020368481148,20020368481,32파르페 바닐라향 소프트아이스,(주)대호식품,당류가공품,덱스트린. 자당지방산에스테르. 바닐라향. 구아검. 백설탕. 식물성크림. 혼합분유. 정제염,,
20020368481147,20020368481,32파르페 블루베리 소프트 아이스,(주)대호식품,당류가공품,기타가공품. 블루베리농축분말. 설탕. 식물성크림. 구연산. 구아검. 블루베리향. 혼합제제,,
20020368481160,20020368481,32파르페 초코 소프트아이스,(주)대호식품,기타 코코아가공품,초코향. 덱스트린. 구아검. 식물성크림. 백설탕. 혼합분유. 코코아분말. 정제염,,
20020368481547,20020368481,32파르페녹차소프트아이스,(주)대호식품,당류가공품,글리세린지방산에스테르. 정제소금. 구아검. 녹차가루. 기타가공품. 덱스트린. 식물성크림. 설탕,,
20020368481629,20020368481,32파르페복숭아소프트아이스,(주)대호식품,당류가공품,혼합분유. 식물성크림. 설탕. 덱스트린. 비트레드. 복숭아과즙분말. 정제소금. 구연산. 복숭아향. 구아검,,
20020368481626,20020368481,32파르페요거트소프트아이스,(주)대호식품,당류가공품,설탕. 덱스트린. 혼합분유. 요거트분말. 구연산. 카복시메틸셀룰로스나트륨. 카라기난. 비타민B2. 요구르트향,,
201705190155,20170519015,32현미흑초,농업회사법인(주)비니거파크,발효식초,지하수. 누룩. 현미,,
20030394159327,20030394159,33 강원도 메밀 막국수,(주)산돌식품,숙면,기타가공품. 소스. 소스. 숙면. 들기름,,
20120394004120,20120394004,33 국물닭볶이소스,아람식품,소스,설탕. 정제수. 고추장. 무. 고춧가루. 양파. 혼합간장. 멸치추출농축액. 복합조미식품. 정제소금. 마늘. 변성전분. 복합조미식품. 발효식초. 복합조미식품. 구운양파분말. 소스류. 파프리카추출색소. 향미증진제. 대파. 복합조미식품. 향미유,,
20050560527143,20050560527,33 납작왕군만두,(주)서원푸드,만두,5'-리보뉴클레오티드이나트륨. 후추가루. 생강가루. 유화제. 정제소금. 곡류가공품. 설탕. 마늘. 소스류. 참기름. 소스류. 간장. 복합조미식품. 건무. 식품첨가물혼합제제. 대파. 양배추. 당면. 두부. 부추. 밀가루. 돼지고기. 양파. 표고버섯,,
2012039400491,20120394004,33 냉면육수,아람식품,소스,발효식초. 분말결정포도당. 복합조미식품. 백설탕. 정제수. 소스. 소스류. DL-사과산. 소스류. 음료베이스. 정제소금,,
20120394004121,20120394004,33 닭강정소스,아람식품,소스,천연향신료. 볶은참깨. L-글루탐산나트륨. 복합조미식품. 천연향신료. 정제소금. 기타가공품. 고춧가루. 아세틸아디핀산이전분. 세척당근. 과당. 고추장. 냉동마늘. 백설탕. 혼합간장. 양파. 정제수. 토마토케첩. 물엿. 파프리카추출색소. 천연향신료. 잔탄검,,
20120394004169,20120394004,33 더 건강한 떡볶이 소스,아람식품,소스,마늘. 토마토케찹K. 난소화성말토덱스트린(고시형). 고춧가루. 물엿. 고추장. 정제수. 소스류. 변성전분. 후추가루. 5-리보뉴클레오티드이나트륨. 스테비텐후레쉬. 파프리카추출색소. 향미유. L-글루탐산나트륨,,
20120394004184,20120394004,33 더 건강한 떡볶이 소스(냉동),아람식품,소스,정제소금. 효소처리스테비아. 천연향료(Pepper. black). 5-리보뉴클레오티드이나트륨. 정제수. 고추장. 알룰로오스. 고춧가루. 난소화성말토덱스트린(고시형). 토마토케첩. 변성전분. 동결건조마늘분말. L-글루탐산나트륨. 소스류. 파프리카추출색소,,
20120394004187,20120394004,33 더 건강한 떡볶이소스,아람식품,소스,5-리보뉴클레오티드이나트륨. 정제소금. 파프리카추출색소. 소스류. 향미증진제. 동결건조마늘분말. 변성전분. 토마토케첩. 난소화성말토덱스트린(고시형). 고춧가루. 알룰로오스. 고추장. 정제수. 천연향료. 효소처리스테비아,,
20120394004185,20120394004,33 더 건강한 떡볶이소스(냉장),아람식품,소스,5-리보뉴클레오티드이나트륨. 천연향료(Pepper. black). 효소처리스테비아. 정제소금. 파프리카추출색소. 소스류. L-글루탐산나트륨. 동결건조마늘분말. 변성전분. 토마토케첩. 난소화성말토덱스트린(고시형). 고춧가루. 알룰로오스. 고추장. 정제수,,
20120394004143,20120394004,33 돈까스소스,아람식품,소스,정제수. 토마토케첩. 과.채가공품. 백설탕. 소스. 사과농축액. 양조간장. 변성전분. 소스. 정제소금. 잔탄검. 구연산. 천연향신료. 천연향신료. 천연향신료. 카라멜색소 Ⅲ. 발효식초,,
20030394159418,20030394159,33 마늘 듬뿍 춘천 닭갈비 떡볶이,(주)산돌식품,떡류,떡류. 양념육. 소스,,
20120394004118,20120394004,33 막국수 비빔장,아람식품,소스,백설탕. 정제수. 고추장. 양파. 물엿. 고춧가루. 무. 마늘. 대파. 옥수수오일. 발효식초. 정제소금. 고춧가루. 양파농축액. 볶은참깨. 배농축과즙. 겨자분말. 참기름. 구연산. 빙초산. DL-사과산. L-글루탐산나트륨. STEVIOSIDE 스테비오사이드. 파프리카추출색소,,
20120394004117,20120394004,33 막국수 육수,아람식품,소스,정제수. 백설탕. 분말결정포도당. 복합조미식품. 복합조미식품. 발효식초. 소스. 정제소금. DL-사과산. 음료베이스. 양파농축액. 복합조미식품. 마늘농축액,,
20030394159320,20030394159,33 막국수사리,(주)산돌식품,숙면,정제소금. 메밀가루. 메밀가루. 정제수. 밀가루,,
20120394004123,20120394004,33 매운 김밥어묵조림소스,아람식품,소스,잔탄검. 발효식초. 기타가공품. 백설탕. 파프리카추출색소. 양조간장. 물엿. 혼합간장,,
20030394159321,20030394159,33 밀떡볶이,(주)산돌식품,떡류,밀가루. 정제수. 정제소금,,
20160372586211,20160372586,33 스페셜티 커피,주식회사 더드립,커피,커피원두,,
20120149086208,20120149086,33 야채 봉어묵,(주)부산식품,어묵,냉동연육. 당근. 전분가공품. 냉동파. 식염. 콩기름(대두유). L-글루탐산나트륨. 글리신. D-자일로오스. 난백분. 복합조미식품. 소브산칼륨. L-글루탐산나트륨제제. 글루코노-δ-락톤. 사카린나트륨제제,,
200103770921646,20010377092,33 절임채,(주)녹선,절임식품,정제수. 설탕. 혼합간장. 희석초산. 건조상추. 건고추. 고추씨앗. 구연산. 포도당. 생강. 소브산칼륨,,
2003039415958,20030394159,33 쫄면,(주)산돌식품,숙면,분말면소다. 정제소금. 옥수수전분. 정제수. 밀가루,,
20030394159325,20030394159,33 추억의 인천쫄면,(주)산돌식품,숙면,숙면. 소스,,
20030394159328,20030394159,33 춘천 국물 닭갈비 떡볶이,(주)산돌식품,떡류,양념육. 떡류. 소스,,
20120149086210,20120149086,33 통야채어묵(냉동),(주)부산식품,어묵,냉동연육. 당근. 전분가공품. 냉동파. 식염. 콩기름(대두유). L-글루탐산나트륨. 글리신. D-자일로오스. 난백분. 복합조미식품. 소브산칼륨. L-글루탐산나트륨제제. 글루코노-δ-락톤. 사카린나트륨제제,,
20050560527131,20050560527,33 팝콘만두,(주)서원푸드,만두,5-리보뉴클레오티드이나트륨. 후추가루. 생강가루. 식용유지가공품. 식용유지가공품. L-글루탐산나트륨. 기타전분. 정제소금. 향미유. 참기름. 마늘. 설탕. 난백. 간장. 건무. 복합조미식품. 밀가루. 돼지고기. 부추. 양파. 당면. 두부. 양배추. 대파. 대두단백,,
198105060016,19810506001,33%가성소다,한화솔루션(주)여수공장,수산화나트륨액,가성소다. 정제수,,
1967050600111,19670506001,33%가성소다액,백광산업(주)여수공장,수산화나트륨액,원재료미등록,,
199605062294,19960506229,33%가성소다액,(주)엘지화학브이시엠공장,수산화나트륨액,수산화나트륨,,
199004840992,19900484099,33%가성소오다액,백광산업 주식회사,수산화나트륨액,수산화나트륨,,
1996052507852,19960525078,33%로솔트,청수식품(주),가공소금,아지미플러스. 천일염. 분말셀룰로오스,,
2018045212910,20180452129,33%수산화나트륨,(주)서울아이씨,수산화나트륨액,정제수. 수산화나트륨,,
20040509084155,20040509084,33%함초자염,미가식품영농조합,가공소금,해수농축액. 퉁퉁마디추출액. 퉁퉁마디분말,,
1986037002290,19860370022,333프로그램 홍삼양갱,삼성식품,캔디류,홍삼농축액. 액상차. 한천. 강낭콩앙금. 올리고당. 설탕. 물엿. 포도당,,
201803742151,20180374215,333프로그램홍삼액골드,동경기인삼농협 인삼가공센터,인삼.홍삼음료,홍삼. 정제수,,
20010445002726,20010445002,333프로젝트 프로틴업(스텝3),엠에스바이오텍(주),체중조절용 조제식품,히비스커스추출분말. 귀리식이섬유. 레드비트주스분말. 기타가공품. 구아검. 볶은찹쌀. 볶은현미. 생선콜라겐펩타이드. 탈지분유. 결정과당. 프락토올리고당. 유청단백분말. 농축유청. 질경이분말. 구기자분말. 완두단백. 분리대두단백. 구연산칼륨. 구연산(무수). 이산화규소. 수크랄로스. 후추추출물. 사프란암술머리추출물분말. 아프리카망고씨앗추출물분말. 레몬밤추출물. 마테추출물분말. 녹차추출물. Lactobacillus acidophilus. 과일채소혼합분말. 효소처리스테비아. 정제소금. 스테아린산마그네슘. 기타가공품. L-카르니틴. 기타가공품. 기타가공품. 연잎가루,,
2013002023737,20130020237,337녹두와콩나물생막걸리,잣나무골술도가,탁주,조제종국. 누룩. 효모. 젖산. 쌀. 수크랄로스. 사카린나트륨. 정제수. 팽화미분말. 입국. 콩나물. 녹두. 정제효소제,,
201300202375,20130020237,337누룽지생술,잣나무골술도가,탁주,쌀. 개량누룩. 누룽지분말. 조제종국. 아스파탐. 효모. 젖산. 사카린나트륨. 정제수. 팽화미분말. 입국,,
201300202374,20130020237,337백곡생 막걸리,잣나무골술도가,탁주,조제종국. 누룩. 효모. 젖산. 쌀. 아스파탐. 사카린나트륨. 정제수. 팽화미분말. 입국,,
2013002023711,20130020237,337백곡생동동주,잣나무골술도가,탁주,null,,
201300202376,20130020237,337영동곶감생술,잣나무골술도가,탁주,정제수. 밀가루. 쌀. 곶감. 누룩. 조제종국. 아스파탐. 젖산. 효모. 사카린나트륨. 팽화미분말,,
2013002023710,20130020237,337옥수수생술,잣나무골술도가,탁주,팽화미분말. 쌀. 옥수수가루. 입국. 누룩. 조제종국. 아스파탐. 효모. 젖산. 사카린나트륨. 정제수,,
2013002023716,20130020237,337찹쌀생동동주,잣나무골술도가,탁주,찹쌀. 정제효소제,,
20120394004151,20120394004,33가래떡떡볶이비법소스,아람식품,소스,후추가루. 핵산. 파프리카추출색소. L-글루탐산나트륨. 마늘. 소스. 과.채가공품류. 소고기페이스트. 고춧가루. 토마토케찹K. 정제수. 백설탕. 물엿. 고추장,,
2012039400484,20120394004,33국물떡볶이소스,아람식품,소스,복합조미식품. 복합조미식품. 발효식초. 복합조미식품. 변성전분. 마늘. 정제소금. 복합조미식품. 소스류. 혼합간장. 양파. 고춧가루. 무. 고추장. 정제수. 백설탕. 소스류. 대파. 복합조미식품. 향미유. L-글루탐산나트륨. 기타가공품. 파프리카추출색소,,
20120394004108,20120394004,33국물떡볶이소스(순한맛),아람식품,소스,변성전분. 마늘. 정제소금. 복합조미식품. 멸치추출농축액. 혼합간장. 양파. 고춧가루. 무. 고추장. 정제수. 백설탕. 대파. 복합조미식품. 향미유. 복합조미식품. 발효식초. 복합조미식품. 구운양파분말. 소스류. 파프리카추출색소. L-글루탐산나트륨,,
20120394004164,20120394004,33궁중떡볶이소스,아람식품,소스,물엿. 정제수. 양조간장. 백설탕. 기타주류. 소스류. 소스류. 양파. 소스류. 복합조미식품. 카라멜색소. 변성전분. 참기름. 소스류. 복합조미식품. 마늘. 복합조미식품. 구운양파분말. 잔탄검. 복합조미식품. 후추가루,,
2012039400495,20120394004,33김밥어묵조림소스,아람식품,소스,정제수. 양조간장. 백설탕. 물엿. 혼합간장,,
20030394159275,20030394159,33냉면,(주)산돌식품,숙면,밀가루. 정제수. 면류첨가알칼리제. 정제소금. 메밀가루. 주정. 감자전분. 고구마전분. 변성전분. 히드록시프로필메틸셀룰로스,,
20120394004150,20120394004,33닭갈비비법양념소스,아람식품,소스,파프리카추출색소. 소고기페이스트. 구운양파분말. 복합조미식품. 발효식초. 복합조미식품. 변성전분. 마늘. 정제소금. 복합조미식품. 멸치추출농축액. 혼합간장. 양파. 무. 고춧가루. 고추장. 복합조미식품. 복합조미식품. L-글루탐산나트륨. 후추가루. 백설탕. 정제수,,
20120394004168,20120394004,33덮밥소스,아람식품,소스,잔탄검. 정제소금. 전분. 소스. 소스. 기타과당. 혼합간장. 백설탕. 정제수,,
201602751513,20160275151,33도 블랜드,(주)55도 커피로스터스,커피,볶은커피원두,,
2003026307554,20030263075,33떡볶이 김밥단무지,농업회사법인 (주)세천팜,절임식품,염장무. 정제수. 빙초산. DL-사과산. 소브산칼륨. 아스파탐. 치자황색소. 사카린나트륨. 아황산나트륨,,
2010036527261,20100365272,33떡볶이 꼬마 단무지,(주)하나에프앤드엘,절임식품,L-주석산. 분말결정포도당. L-글루탐산나트륨. 사카린나트륨. 소브산칼륨. 글리신. 효소처리스테비아. 염화칼슘. 아황산나트륨. 빙초산. 절임무. 정제수. 구연산. DL-사과산. 폴리인산나트륨. 치자황색소. 호박산,,
199604490021702,19960449002,33떡볶이 전용유,롯데웰푸드주식회사천안공장,콩기름(대두유),규소수지. d-토코페롤(혼합형). 콩기름(대두유). 콩기름(대두유),,
2023063464310,20230634643,33떡볶이 전용유,주식회사한산오앤에프,콩기름(대두유),규소수지. 콩기름(대두유),,
20030394159367,20030394159,33떡푸짐 춘천 치즈 닭갈비,(주)산돌식품,떡류,소스. 자연치즈. 떡류. 닭갈비,,
2014052506841,20140525068,33로솔트,어업회사법인케이솔트(주),가공소금,천일염. 복합조미식품. 셀룰로오스분말,,
19550509001372,19550509001,33로솔트,매일식품주식회사,복합조미식품,천일염. 복합조미식품. 분말셀룰로스,,
20120394004189,20120394004,33마라로제떡볶이소스,아람식품,소스,우유. 가공유크림. 소스. 소스. 변성전분. 소스. 소스. 소스. 백설탕. 정제수. 혼합제제,,
20120394004163,20120394004,33맛있게매운떡볶이소스,아람식품,소스,소스. 복합조미식품. 혼합간장. 복합조미식품. 양파. 고춧가루. 무. 정제수. 고추장. 백설탕. 발효식초. 구운양파분말. 변성전분. 정제소금. 복합조미식품. 마늘. 대파. L-글루탐산나트륨. 기타가공품. 파프리카추출색소,,
20120394004133,20120394004,33맵달비법소스,아람식품,소스,고추장. 무. 고춧가루. 양파. 혼합간장. 소스류. 복합조미식품. 정제소금. 마늘. 변성전분. 복합조미식품. 발효식초. 복합조미식품. 복합조미식품. 소스류. 파프리카추출색소. 기타가공품. L-글루탐산나트륨. 향미유. 복합조미식품. 대파. 정제수. 백설탕,,
20030394159417,20030394159,33맵달한 주꾸미 떡볶이,(주)산돌식품,떡류,기타 수산물가공품. 소스. 떡류,,
20030394159384,20030394159,33방앗간 통가래떡,(주)산돌식품,떡류,쌀가루. 정제수. 정제소금. 산도조절제,,
202000367027,20200036702,33블랜드,단일서울,커피,커피원두,,
2020003670214,20200036702,33블랜드 드립백,단일서울,커피,커피원두. 커피원두. 커피원두,,
20120394004131,20120394004,33비법양념소스,아람식품,소스,대파. 복합조미식품. 향미유. L-글루탐산나트륨. 파프리카추출색소. 소스류. 복합조미식품. 복합조미식품. 발효식초. 복합조미식품. 정제소금. 복합조미식품. 소스류. 혼합간장. 양파. 고춧가루. 무. 고추장. 정제수. 백설탕. 변성전분. 마늘,,
2012039400487,20120394004,33사골육수,아람식품,소스,정제수. 사골엑기스분말. 사골엑기스. 소스. 백설탕. 복합조미식품. 변성전분. 정제소금. L-글루탐산나트륨. 천연향신료. 조미후추분. 천연향신료,,
20120394004153,20120394004,33사과떡볶이소스,아람식품,소스,후추가루. 5-리보뉴클레오티드이나트륨. 파프리카추출색소. L-글루탐산나트륨. 소스. 마늘. 복합조미식품. 복합조미식품. 고춧가루. 토마토케찹K. 사과주스. 설탕. 물엿. 고추장,,
198503110017939,19850311001,33삼겹소스,태원식품산업(주),소스,소주. 소스. 매실엑기스. 파라옥시안식향산에틸. L-글루탐산나트륨. 정제수,,
2023004528826,20230045288,33아파트먼트 싱글,주식회사 피비와이디,커피,커피원두,,
20020392437140,20020392437,33양념주꾸미,동화푸드,기타 수산물가공품,주꾸미. 양념,,
2012039400483,20120394004,33어묵소스,아람식품,소스,소스. 소스. 양조간장. L-글루탐산나트륨. 백설탕. 정제소금. 정제수. 호박산이나트륨. 소스. 잔탄검. 5-리보뉴클레오티드이나트륨. 기타가공품. 소스,,
20120394004149,20120394004,33우리마늘비법양념소스,아람식품,소스,고추장. 마늘. 정제수. 백설탕. 후추가루. 복합조미식품. 복합조미식품. L-글루탐산나트륨. 소고기페이스트. 구운양파분말. 복합조미식품. 파프리카추출색소. 발효식초. 복합조미식품. 정제소금. 복합조미식품. 멸치추출농축액. 혼합간장. 양파. 무. 고춧가루,,
20120394004190,20120394004,33유부조미액,아람식품,소스,잔탄검. 유자향. 정제수. 발효식초. 설탕. 물엿. 유자농축액,,
201003624414,20100362441,33자연흑초,(주)자연생명과학,발효식초,꼬리뽕잎. 감자. 죽순. 칡뿌리. 영지버섯. 결명자. 삼백초. 건조구름버섯. 쑥. 오미자. 하수오. 당귀. 황기. 오가피. 산마. 감초. 창출. 작약. 천궁. 옥수수씨. 정제수. 현미. 누룩. 엿기름. 생강. 대추. 신선초. 율무. 솔잎허브추출물. 둥굴레. 두충. 더덕. 머루열매. 포도열매. 쥐다래열매. 감. 감귤,,
2020003670220,20200036702,33제네럴블랜드,단일서울,커피,커피원두,,
20200467503457,20200467503,33종 과일야채혼합분말,올담식품,과.채가공품,아라비아검. 덱스트린. 과일채소혼합농축액,,
202100055531,20210005553,33주(33JU),농업회사법인 33가 주식회사,일반증류주,인삼뿌리. 인삼잎,,
202100055533,20210005553,33주(33JU),농업회사법인 33가 주식회사,일반증류주,인삼,,
202100055532,20210005553,33주(33JU) sweet,농업회사법인 33가 주식회사,리큐르,null,,
20120394004182,20120394004,33쫄면용비빔장,아람식품,소스,파프리카추출색소. 고추장. 소스류. 백설탕. 양파. 물엿. 고춧가루. 정제소금. 마늘. 대파. 옥수수기름(옥배유). 발효식초. 고춧가루. 변성전분. 복합조미식품. 빙초산. 과.채가공품류. 기타가공품. 소스류. 복합조미식품. L-글루탐산나트륨. DL-사과산. 구연산. STEVIOSIDE 스테비오사이드,,
2012039400482,20120394004,33쫄면용비빔장,아람식품,소스,파프리카추출색소. STEVIOSIDE 스테비오사이드. 구연산. DL-사과산. L-글루탐산나트륨. 복합조미식품. 소스류. 기타가공품. 과.채가공품류. 빙초산. 복합조미식품. 변성전분. 고춧가루. 발효식초. 옥수수기름(옥배유). 고추장. 소스류. 백설탕. 양파. 물엿. 고춧가루. 정제소금. 마늘. 대파,,
20130445227198,20130445227,33찰순대,주식회사 달솔,즉석조리식품,당면. 돼지소창. 돼지지방. 돼지피. 떡류. 양파. 복합조미식품. 정제소금. 옥수수전분. 돼지갈매기살. 당근. L-글루탐산나트륨. 마늘. 소스. 설탕. 대파. 소스. 마가린. 후추가루. 생강. 식육추출가공품. 둥굴레뿌리. 감초건조. 중국당귀뿌리,,
2020015423211,20200154232,33카스테라,청조푸드,빵류,당류가공품. 설탕. 박력분. 전지분유. 난황액. 정제수. 정제소금. 가공유크림. 우유. 가공치즈. 버터. 난백액. 농산물조림,,
2020015423212,20200154232,33카스테라 블루베리,청조푸드,빵류,가공치즈. 우유. 박력분. 정제수. 정제소금. 전지분유. 버터. 잼류. 가공유크림. 난백액. 당류가공품. 설탕. 농산물조림. 난황액,,
2020015423213,20200154232,33카스테라 크림치즈,청조푸드,빵류,버터. 가공치즈. 우유. 가공유크림. 정제소금. 정제수. 난황액. 농산물조림. 난백액. 설탕. 당류가공품. 박력분. 전지분유. 사양벌꿀,,
198503110017944,19850311001,33파무침소스,태원식품산업(주),소스,정제수. 올레오레진캪시컴. 잔탄검. 파프리카추출색소. 참기름. 기타가공품. 고춧가루. 정제소금. 혼합간장. 복합조미식품. 고춧가루. 마늘. 물엿. 설탕. 발효식초. 고추장,,
20120394004167,20120394004,33핵매운 떡볶이 소스,아람식품,소스,혼합간장. 기타가공품. 양파. 무. 정제수. 고춧가루. 고추장. 백설탕. 복합조미식품. 마늘. 정제소금. 멸치추출농축액. 복합조미식품. 고춧가루. 대파. 복합조미식품. 복합조미식품. L-글루탐산나트륨. 파프리카추출색소. 복합조미식품. 소스류. 복합조미식품. 발효식초,,
199802475538,19980247553,34% 과산화수소 (Durox® 34 LRS),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,정제수. 과산화수소,,
1998024755310,19980247553,34% 과산화수소 (Oxteril？ 340 LRA-S),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,과산화수소. 정제수,,
202302725851,20230272585,345돼지갈비숙성텐더분말,돈까밀로,혼합제제,분말결정포도당. 탄산수소나트륨. 레드비트분말. 옥수수전분. 제일인산나트륨. 프로테아제(식물성). 제삼인산칼슘,,
201402025659,20140202565,345돼지갈비숙성텐더소스,돈까밀로,소스,물엿. 양조간장. 백설탕. 타임분말. 월계수잎분말. 파슬리분말. 계피가루. 후추가루. L-글루탐산나트륨. 천연다시다. 카라멜색소 Ⅳ. 사과농축액. 양파농축액. 대파추출액. 소스. 정제수,,
2020045212329,20200452123,34종 자연발효 곡물효소 유산균 분말,(주)디엠코리아,기타가공품,프락토올리고당. 식물성크림. 난소화성말토덱스트린(고시형). 효소식품. 폴리덱스트로스. 분리대두단백. 혼합제제. 기타가공품. 제삼인산칼슘. 이산화규소. 유산균혼합분말,,
19790257001615,19790257001,35 CW,남양유업주식회사 세종공장,식물성크림,물엿. 경화팜핵유. 카제인나트륨. 제이인산칼륨. 글리세린지방산에스테르. 메타인산나트륨. 이산화규소. 폴리인산나트륨. 스테아릴젖산나트륨. 정제수,,
201704843831,20170484383,35% HCl,도레이첨단소재 주식회사 군산공장,염산,염산,,
1967050600120,19670506001,35% Hydrochloric acid,백광산업(주)여수공장,염산,염산. 정제수,,
199802475534,19980247553,35% 과산화수소,(유)에스케이씨에보닉페록사이드코리아,과산화수소,정제수. 과산화수소,,
199802475537,19980247553,35% 과산화수소 (Durox® LRS),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,정제수. 과산화수소,,
1998024755312,19980247553,35% 과산화수소 (Oxteril® LRA),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,과산화수소. 정제수,,
199802475539,19980247553,35% 과산화수소 (Oxteril® LRA-S),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,정제수. 과산화수소,,
1998024755311,19980247553,35% 과산화수소 (Oxteril® LRD),(유)에스케이씨에보닉페록사이드코리아,과산화수소제제,과산화수소. 정제수,,
199004840993,19900484099,35%염산,백광산업 주식회사,염산,염산,,
198105060012,19810506001,35%염산,한화솔루션(주)여수공장,염산,염산,,
199002470551,19900247055,35%염산,한화솔루션(주)울산1,염산,원재료미등록,,
20160333060199,20160333060,350g 낙지젓,(주)정성식품,양념젓갈,주정. L-글루타민산나트륨. 마늘. 고춧가루. 양념젓갈,,
