row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,,,,,
20090036325328,20090036325,(반)얼그레이 쉬폰 1호_23,(주)보나비 아티지움,빵류,설탕. 난백액. 정제소금. 혼합제제. 침출차. 콩기름(대두유). 우유. 밀가루. 난황액,,,,,,
20090036325280,20090036325,(반)얼그레이 쉬폰 케이크 시트,(주)보나비 아티지움,빵류,난백. 백설탕. 난황. 박력분. 우유. 콩기름(대두유). 침출차. 베이킹파우더. 정제소금,,,,,,
20090036325247,20090036325,(반)에쉬레 롤케이크_21,(주)보나비 아티지움,빵류,유크림. 버터. 난황액. 설탕. 난백액. 우유. 밀가루. 가당연유. 물엿. 기타가공품. 혼합제제. 혼합제제. 향신료조제품,,,,,,
2010028852328,20100288523,(반)오렌지머핀,(주)한스제과,빵류,당류가공품. 전란. 채종유(유채유또는카놀라유). 오렌지필,,,,,,
20100288523129,20100288523,(반)요구르트케익,(주)한스제과,빵류,젤라틴. 슈가파우더. 농후발효유. 난황. 백설탕. 유크림,,,,,,
20090036325222,20090036325,(반)유자파운드케이크,(주)보나비 아티지움,빵류,박력분. 설탕. 액상차. 전란액. 생크림. 버터. 베이킹파우더. 정제소금,,,,,,
200900363253,20090036325,(반)자허토르테,(주)보나비 아티지움,빵류,살구잼. 난백. 백설탕. 초콜릿. 아몬드페이스트. 콩기름(대두유). 당류가공품. 초콜릿. 기타코코아가공품. 생크림. 준초콜릿. 밀가루. 우유. 전란. 버터. 난황,,,,,,
20090036325306,20090036325,(반)제노와즈 오 쇼콜라_23,(주)보나비 아티지움,빵류,전란. 설탕. 밀가루. 코코아분말. 우유. 버터. 베이킹파우더. 바닐라에센스,,,,,,
20090036325274,20090036325,(반)조청 피칸파이,(주)보나비 아티지움,빵류,정제소금. 식품첨가물혼합제제. 천연향신료. 난황액. 설탕. 우유. 당류가공품. 버터. 밀가루. 전란액. 쌀조청. 피칸견과,,,,,,
20090036325279,20090036325,(반)초코 쉬폰 케이크 시트,(주)보나비 아티지움,빵류,난백. 백설탕. 난황. 박력분. 콩기름(대두유). 코코아분말. 베이킹파우더,,,,,,
20090036325336,20090036325,(반)초코쉬폰 케이크,(주)보나비 아티지움,빵류,레몬. 통계피. 천연향료. 베이킹파우더. 코코아분말. 유크림. 유크림. 콩기름(대두유). 밀가루. 정제수. 난황액. 설탕. 난백액,,,,,,
2010028852337,20100288523,(반)쵸코롤케익,(주)한스제과,빵류,유크림. 난백. 백설탕. 난황. 박력분. 콩기름(대두유). 초콜릿. 초콜릿. 코코아분말. 물엿. 옥수수전분. 코코아매스. 일반증류주. 베이킹파우더. 건조난백분말. 식품첨가물혼합제제. L-주석산,,,,,,
2010028852330,20100288523,(반)쵸코머핀,(주)한스제과,빵류,초콜릿. 채종유(유채유또는카놀라유). 전란. 당류가공품,,,,,,
2010028852318,20100288523,(반)쵸코티라미수케익(대),(주)한스제과,빵류,연성치즈. 유크림. 젤라틴. 커피. 가공버터. 박력분. 난황. 우유. 전란. 정제수. 초콜릿. 백설탕,,,,,,
2010028852335,20100288523,(반)치즈롤케익,(주)한스제과,빵류,백설탕. 혼합가공치즈. 난백. 박력분. 난황. 유크림. 콩기름(대두유). 물엿. 냉동라즈베리. 레몬. 건조난백분말. L-주석산. 일반증류주. 펙틴,,,,,,
20100288523144,20100288523,(반)치즈수플레,(주)한스제과,빵류,우유. 농후크림발효유. 난황. 유크림. 백설탕. 난백. 옥수수전분. 당류가공품. L-주석산. 전란. 연성치즈,,,,,,
2010028852312,20100288523,(반)치즈케익,(주)한스제과,빵류,유크림. 연성치즈. 백설탕. 전란. 박력분. 블루베리파이필링. 우유. 냉동블루베리. 레몬. 가공버터. 젤라틴. 일반증류주,,,,,,
20090036325244,20090036325,(반)컵 티라미수_21,(주)보나비 아티지움,빵류,유크림. 자연치즈. 혼합가공치즈. 과자. 설탕. 난황액. 리큐르. 커피. 당류가공품. 젤라틴,,,,,,
20090036325352,20090036325,(반)플레인 쉬폰 케이크_24,(주)보나비 아티지움,빵류,난백액. 난황액. 설탕. 밀가루. 콩기름(대두유). 정제수. 우유. 설탕. 당류가공품. 바닐라에센스. 베이킹파우더. 정제소금. 통계피. 레몬,,,,,,
20100288523243,20100288523,(반)피칸 타르트,(주)한스제과,빵류,중력분. 전란. 피칸분태. 물엿. 버터. 당류가공품. 피칸분태. 백설탕. 아몬드분말. 버터. 난황. 우유. 당류가공품. 정제소금,,,,,,
20100288523253,20100288523,(반)헤이즐넛 쇼콜라 타르트,(주)한스제과,빵류,밀크초콜릿. 식품첨가물혼합제제. 가공유크림. 중력분. 버터. 유크림. 당류가공품. 당류가공품. 땅콩 또는 견과류가공품. 난백. 난황. 통헤이즐넛. 아몬드분말. 우유. 백설탕. 콩기름(대두유). 박력분. 정제수. 버터. 정제소금,,,,,,
2010028852321,20100288523,(반)호두타르트,(주)한스제과,빵류,정제소금. 코코아분말. 일반증류주. 준초콜릿. 버터. 백설탕. 기타설탕. 아몬드분말. 유크림. 분당. 호두. 중력분. 가공버터. 전란. 우유. 난황,,,,,,
20090036325294,20090036325,(반)화이트사각시트,(주)보나비 아티지움,빵류,빵류,,,,,,
20090036325175,20090036325,(반)화이트시트,(주)보나비 아티지움,빵류,정제소금. 버터. 박력분. 백설탕. 전란액,,,,,,
20090036325302,20090036325,(반)화이트시트2호,(주)보나비 아티지움,빵류,빵류,,,,,,
19940506240210,19940506240,(반가공)광어,(주)그린씨푸드,기타 수산물가공품,넙치,,,,,,
1994050624042,19940506240,(반가공)낙지,(주)그린씨푸드,기타 수산물가공품,낙지,,,,,,
201905100735,20190510073,(반가공)낙지,해담인 2공장,기타 수산물가공품,낙지,,,,,,
20070275117417,20070275117,(반제)손보다빅버거,(주)조이푸드,즉석섭취식품,분쇄가공육제품. 빵류. 마요네즈. 양배추. 소스. 절임식품. 당류가공품. 효모식품,,,,,,
20040275057815,20040275057,(반제)손보다빅버거,(주)푸드코아,즉석섭취식품,분쇄가공육제품. 빵류. 마요네즈. 양배추. 소스류. 절임식품. 당류가공품. 효모추출물,,,,,,
202102034078,20210203407,(반제품)심원 맛간장,(주)오성홀딩스그룹 인천남동센터,소스,정제수. 혼합간장. 물엿. 소스. 갈색설탕. 소주. 천일염. 생강,,,,,,
198504330151089,19850433015,(발효)미니버터크로와상냉동생지,서울식품공업(주),빵류,혼합제제. 탈지분유. 정제소금. 효모. 우유. 설탕. 버터. 정제수. 밀가루,,,,,,
198504330151090,19850433015,(발효)버터크로와상냉동생지,서울식품공업(주),빵류,식품첨가물혼합제제. 정제소금. 효모. 설탕. 버터. 밀가루,,,,,,
198504330151087,19850433015,(발효)뺑오쇼콜라냉동생지,서울식품공업(주),빵류,밀가루. 스틱초코렛. 버터페이스트리. 계란. 백설탕. 냉동이스트. 정제소금. 베이커매직. 버터페이스트리,,,,,,
198504330151088,19850433015,(발효)커피데니쉬냉동생지,서울식품공업(주),빵류,식품첨가물혼합제제. 정제소금. 효모. 설탕. 전란액. 가공버터. 밤다이스. 커피앙금. 밀가루,,,,,,
198504330151735,19850433015,(발효)포켓시트 냉동생지,서울식품공업(주),빵류,레시틴. 건조효모. 잔탄검. 탈지분유. 효모. 정제소금. 기타가공품. 버터. 콩기름(대두유). 백설탕. 밀가루,,,,,,
202103521781191,20210352178,(밥두)김치볶음밥용분말,(주)에프앤에스식품제2공장,복합조미식품,설탕. 고춧가루. 복합조미식품. 고춧가루. L-글루탐산나트륨. 덱스트린. 정제소금,,,,,,
202103521781270,20210352178,(밥두)닭갈비소스,(주)에프앤에스식품제2공장,소스,고춧가루. 양조간장. 설탕. 정제수. 복합조미식품. 마늘. 물엿. 소스. 고춧가루. 복합조미식품. L-글루탐산나트륨. 변성전분. 카라멜색소 Ⅲ. 천연향신료. 파라옥시안식향산에틸,,,,,,
202103521781271,20210352178,(밥두)돼지불판소스,(주)에프앤에스식품제2공장,소스,정제소금. 참기름. 천연향신료. 파라옥시안식향산에틸. L-글루탐산나트륨. 복합조미식품. 정제수. 고추장. 설탕. 마늘. 혼합간장. 고춧가루. 고춧가루,,,,,,
1985031100113590,19850311001,(배고픈덮밥)특제마라소스,태원식품산업(주),소스,변성전분. 정제소금. 소스. 사골농축액. 정제수. 소스. 소스. 설탕. L-글루탐산나트륨. 땅콩버터. 천연향신료. 식육추출가공품. 5-리보뉴클레오티드이나트륨. 천연향신료. 천연향신료. 파라옥시안식향산에틸,,,,,,
199104450778652,19910445077,(배고픈덮밥이)간장닭갈비용소스,주식회사 동방푸드마스타,소스,혼합간장. 물엿. 기타설탕. 설탕. 정제수. 소스. 마늘. 참기름. 정제소금. 당시럽류. 복합조미식품. 천연향신료. 카라멜색소. 잔탄검. 타마린드검,,,,,,
199104450778653,19910445077,(배고픈덮밥이)닭갈비용소스,주식회사 동방푸드마스타,소스,혼합간장. 물엿. 정제수. 설탕. 기타과당. 물엿. 마늘. 고춧가루. 변성전분. L-글루탐산나트륨. 콩기름(대두유). 주정. 복합조미식품. 카라멜색소. 5-리보뉴클레오티드이나트륨. 파프리카추출색소. 잔탄검. 올레오레진 캪시컴,,,,,,
199104450778649,19910445077,(배고픈덮밥이)불고기소스,주식회사 동방푸드마스타,소스,혼합간장. 정제수. 과.채가공품. 소스. 마늘. 설탕. 기타과당. 올리고당. 참기름. 잔탄검. 천연향신료. 천연향신료. 카라멜색소. 구연산,,,,,,
199104450778650,19910445077,(배고픈덮밥이)제육소스,주식회사 동방푸드마스타,소스,설탕. 올리고당. 마늘. 혼합간장. 소스. 소스. 고춧가루. 향미유. 향미유. 복합조미식품. 올레오레진 캪시컴. 고추장. 정제수,,,,,,
199104450778651,19910445077,(배고픈덮밥이)항정살용소스,주식회사 동방푸드마스타,소스,L-글루탐산나트륨. 참기름. 마늘. 주정. 고춧가루. 기타가공품. 5-리보뉴클레오티드이나트륨. 잔탄검. 파프리카추출색소. 파라옥시안식향산에틸. 정제수. 설탕. 혼합간장. 발효식초. 고춧가루. 고춧가루. 정제소금. 과.채가공품. 과.채가공품,,,,,,
1990005015758,19900050157,(백)메카치킨파우더,한주푸드,곡류가공품,옥수수가루. 파프리카추출색소. 올레오레진캡시컴. L-글루타민산나트륨. 양파분말. 계피가루. 후추가루. 건생강분말. 건마늘분말. 정제소금. 옥수수전분. 밀가루,,,,,,
20190545009450,20190545009,(벌크2)맵땡제육김밥,(주)대정,즉석섭취식품,들깻잎. 청양고추. 콩기름(대두유). 정제소금. 설탕. 조미김. 소스. 식초. 참기름. 정제수. 쌀. 양념육. 절임식품. 당근. 알가열제품. 양파. 소스,,,,,,
20190545009451,20190545009,(벌크2)베이컨참치마요김밥,(주)대정,즉석섭취식품,기타 농산가공품. 혼합간장. 식초. 참기름. 설탕. 콩기름(대두유). 정제소금. 조미김. 기타가공품. 들깻잎. 양파. 베이컨류. 시금치. 알가열제품. 기타 수산물가공품. 당근. 프레스햄. 절임식품. 마요네즈. 쌀. 정제수,,,,,,
20190545009457,20190545009,(벌크2)불닭치즈마르스,(주)대정,즉석섭취식품,정제수. 쌀. 분쇄가공육제품. 절임식품. 소스. 알가열제품. 가공치즈. 당근. 양파. 콩기름(대두유). 소스. 정제소금. 김. 소스. 복합조미식품. 참기름. 식초. 천연향신료,,,,,,
20190545009453,20190545009,(벌크2)속이꽉찬참치마요김밥,(주)대정,즉석섭취식품,정제수. 쌀. 기타 수산물가공품. 어묵. 마요네즈. 절임식품. 프레스햄. 절임식품. 당근. 프레스햄. 기타가공품. 들깻잎. 정제소금. 조미김. 참기름. 콩기름(대두유). 설탕. 소스. 혼합간장. 식초,,,,,,
20190545009454,20190545009,(벌크2)숯불맛소불고기김밥,(주)대정,즉석섭취식품,시금치. 절임식품. 소스. 포장육. 포장육. 당근. 알가열제품. 절임식품. 쌀. 정제수. 양파. 기타 농산가공품. 식초. 식품첨가물. 참기름. 소스. 혼합간장. 정제소금. 설탕. 콩기름(대두유). 조미김. 대파,,,,,,
20190545009456,20190545009,(벌크2)통스팸김치김밥,(주)대정,즉석섭취식품,식초. 참기름. 설탕. 콩기름(대두유). 정제소금. 조미김. 대파. 양파. 시금치. 당근. 절임식품. 김치. 프레스햄. 쌀. 정제수. 기타 농산가공품. 혼합간장. 물엿. 마늘. 고춧가루. 소스. L-글루탐산나트륨,,,,,,
20190545009455,20190545009,(벌크2)통스팸마요김밥,(주)대정,즉석섭취식품,당근. 알가열제품. 정제수. 쌀. 프레스햄. 마요네즈. 절임식품. 참기름. 식초. 설탕. 콩기름(대두유). 정제소금. 조미김. 어묵,,,,,,
20190545009396,20190545009,(벌크용)4단콤비샌드,(주)대정,즉석섭취식품,천연향신료. 정제소금. 토마토케첩. 소스. 설탕. 소스. 빵류. 마요네즈. 알가열제품. 프레스햄. 감자. 당근. 오이. 양상추. 양배추. 양파,,,,,,
20190545009416,20190545009,(벌크용)가득햄맛살샌드,(주)대정,즉석섭취식품,양파. 절임식품. 어묵. 곡류가공품. 프레스햄. 마요네즈. 빵류. 천연향신료. 가공소금. 설탕. 기타가공품,,,,,,
2022077703914,20220777039,(벌크용)간편한 조각배,행복한200프로주식회사,신선편의식품,배. 혼합제제,,,,,,
2022077703913,20220777039,(벌크용)간편한 조각사과,행복한200프로주식회사,신선편의식품,사과. 혼합제제,,,,,,
20190545009423,20190545009,(벌크용)맵땡제육김밥,(주)대정,즉석섭취식품,청양고추. 들깻잎. 콩기름(대두유). 정제소금. 설탕. 김. 소스. 식초. 참기름. 정제수. 쌀. 양념육. 절임식품. 당근. 알가열제품. 양파. 소스,,,,,,
20190545009424,20190545009,(벌크용)베이컨참치마요김밥,(주)대정,즉석섭취식품,정제수. 쌀. 마요네즈. 절임식품. 프레스햄. 당근. 기타 수산물가공품. 알가열제품. 시금치. 베이컨류. 양파. 들깻잎. 기타가공품. 김. 정제소금. 콩기름(대두유). 설탕. 참기름. 식초. 혼합간장. 기타 농산가공품,,,,,,
20190545009421,20190545009,(벌크용)베이컨치즈샌드위치,(주)대정,즉석섭취식품,소스. 상추. 천연향신료. 가공치즈. 마요네즈. 빵류. 프레스햄. 양상추. 양파. 베이컨류,,,,,,
20190545009425,20190545009,(벌크용)속이꽉찬참치마요김밥,(주)대정,즉석섭취식품,참기름. 콩기름(대두유). 정제소금. 김. 들깻잎. 기타가공품. 당근. 마요네즈. 절임식품. 프레스햄. 절임식품. 기타 수산물가공품. 어묵. 쌀. 정제수. 식물성크림. 설탕. 식초. 혼합간장. 소스,,,,,,
20190545009426,20190545009,(벌크용)숯불맛소불고기김밥,(주)대정,즉석섭취식품,기타 농산가공품. 식초. 식품첨가물. 참기름. 소스. 혼합간장. 정제소금. 설탕. 콩기름(대두유). 김. 대파. 양파. 시금치. 절임식품. 소스. 포장육. 포장육. 당근. 알가열제품. 절임식품. 쌀. 정제수,,,,,,
20190545009418,20190545009,(벌크용)아삭햄야채샌드위치,(주)대정,즉석섭취식품,가공치즈. 소스. 마요네즈. 상추. 빵류. 프레스햄. 토마토과육,,,,,,
20190545009395,20190545009,(벌크용)촉촉에그몰랑,(주)대정,즉석섭취식품,식품첨가물. 설탕. 알가열제품. 마요네즈. 빵류. 알가열제품. 가공소금,,,,,,
20190545009397,20190545009,(벌크용)추억의샌드,(주)대정,즉석섭취식품,절임식품. 어묵. 감자. 양배추. 잼. 알가열제품. 마요네즈. 빵류. 양파. 토마토케첩. 당근. 연유. 설탕. 정제소금,,,,,,
20190545009434,20190545009,(벌크용)춘천식닭갈비김밥,(주)대정,즉석섭취식품,참기름. 소스. 소스. 소스. 조미김. 마늘. 설탕. 고추장. 물엿. 정제소금. 고춧가루. 들깻잎. 소스. 복합조미식품. 식초. 양파. 대파. 콩기름(대두유). 정제수. 쌀. 절임식품. 양배추. 알가열제품. 분쇄가공육제품. 당근. 어묵. 절임식품,,,,,,
20190545009417,20190545009,(벌크용)치킨&햄,(주)대정,즉석섭취식품,콩기름(대두유). 설탕. 절임식품. 홍피망. 상추. 양파. 마요네즈. 소스. 소스. 양상추. 프레스햄. 분쇄가공육제품. 빵류,,,,,,
20190545009398,20190545009,(벌크용)토스트에그샌드,(주)대정,즉석섭취식품,빵류. 알가열제품. 프레스햄. 가공치즈. 잼. 양파. 마요네즈. 당근. 오이. 기타가공품. 설탕,,,,,,
20190545009428,20190545009,(벌크용)통스팸김치김밥,(주)대정,즉석섭취식품,정제수. 쌀. 프레스햄. 김치. 절임식품. 당근. 시금치. 양파. 대파. 조미김. 정제소금. 콩기름(대두유). 설탕. 참기름. 식초. 물엿. 마늘. 고춧가루. 소스. L-글루탐산나트륨. 혼합간장. 기타 농산가공품,,,,,,
20190545009427,20190545009,(벌크용)통스팸마요김밥,(주)대정,즉석섭취식품,어묵. 알가열제품. 절임식품. 당근. 마요네즈. 프레스햄. 쌀. 정제수. 조미김. 정제소금. 콩기름(대두유). 설탕. 식초. 참기름,,,,,,
20190545009399,20190545009,(벌크용)햄&참치샐러드샌드,(주)대정,즉석섭취식품,빵류. 프레스햄. 프레스햄. 토마토과육. 양배추. 마요네즈. 양상추. 소스. 기타 수산물가공품. 절임식품. 양파. 당근. 향신료조제품. 기타가공품. 오이. 어묵. 설탕. 소스. 정제소금. 천연향신료,,,,,,
20190545009393,20190545009,(벌크용)햄에그 샌드위치,(주)대정,즉석섭취식품,마요네즈. 빵류. 알가열제품. 양상추. 프레스햄. 토마토과육. 소스,,,,,,
20190545009400,20190545009,(벌크용)햄치즈샌드,(주)대정,즉석섭취식품,빵류. 소스. 프레스햄. 토마토과육. 양상추. 가공치즈. 프레스햄,,,,,,
20190545009394,20190545009,(벌크용햄감자샐러드,(주)대정,즉석섭취식품,천연향신료. 정제소금. 소스. 설탕. 당근. 양파. 마요네즈. 감자. 양상추. 알가열제품. 프레스햄. 빵류,,,,,,
20190280327666,20190280327,(벌크형)모둠해초볶음,(주)현대그린푸드 스마트푸드센터,조림류,태움용융소금. 볶은참깨. 해조류(고시형). 꼬시래기. 염장미역줄기. 양파. 참기름. 다진마늘. 소스. 채종유(유채유또는카놀라유). 당근,,,,,,
20190280327665,20190280327,(벌크형)용안육백태콩조림,(주)현대그린푸드 스마트푸드센터,조림류,변성전분. 채종유(유채유또는카놀라유). 참기름. 액젓. 용안헛씨껍질. 당류가공품. 올리고당. 소스. 백태,,,,,,
20200335089120,20200335089,(보노)리얼초콜릿쿠키,주식회사 레헴(삼송지점),과자,당류가공품. 초콜릿. 밀가루. 가공버터. 기타설탕. 살균전란액. 설탕. 코코아분말. 가공연유. 탄산수소나트륨. 재제소금(재제조소금),,,,,,
20200335089119,20200335089,(보노)오리지널레몬쿠키,주식회사 레헴(삼송지점),과자,가공연유. 과.채가공품. 탄산수소나트륨. 당류가공품. 재제소금(재제조소금). 밀가루. 초콜릿. 가공버터. 기타설탕. 살균전란액. 설탕,,,,,,
20200335089121,20200335089,(보노)크랜베리캐슈넛쿠키,주식회사 레헴(삼송지점),과자,밀가루. 가공버터. 당절임. 땅콩 또는 견과류가공품. 기타설탕. 살균전란액. 설탕. 가공연유. 탄산수소나트륨. 당류가공품. 재제소금(재제조소금),,,,,,
20200374305111,20200374305,(보울레시피)샐러드믹스,농업회사법인(주)반디,신선편의식품,양상추. 적양배추. 적로메인상추잎,,,,,,
202103521781146,20210352178,(복잡할땐볶음밥)김치볶음밥용분말,(주)에프앤에스식품제2공장,복합조미식품,고춧가루. 복합조미식품. 고춧가루. 설탕. 정제소금. L-글루탐산나트륨. 덱스트린,,,,,,
202103521781145,20210352178,(복잡할땐볶음밥)닭갈비소스,(주)에프앤에스식품제2공장,소스,양조간장. 설탕. 정제수. 파라옥시안식향산에틸. 천연향신료. 카라멜색소 Ⅲ. 변성전분. L-글루탐산나트륨. 복합조미식품. 고춧가루. 소스. 복합조미식품. 물엿. 마늘. 고춧가루,,,,,,
202103521781144,20210352178,(복잡할땐볶음밥)돼지불판소스,(주)에프앤에스식품제2공장,소스,정제수. 파라옥시안식향산에틸. 천연향신료. 참기름. 정제소금. 복합조미식품. L-글루탐산나트륨. 고춧가루. 고춧가루. 혼합간장. 마늘. 설탕. 고추장,,,,,,
200301311331,20030131133,(볶음)검정깨,민자식품,기타가공품,검정깨(흑임자),,,,,,
2019039158145,20190391581,(볶음)양파분,일우식품(주) 제2공장,과.채가공품,건조양파,,,,,,
20060372311190,20060372311,(볶음)양파분,일우식품(주),과.채가공품,건조양파,,,,,,
2013012618045,20130126180,(볶음용) 낙지,잠수기중매인40(JSG SEAFOOD),기타 수산물가공품,녹차가루. 낙지,,,,,,
2013012618044,20130126180,(볶음용) 주꾸미,잠수기중매인40(JSG SEAFOOD),기타 수산물가공품,녹차가루. 주꾸미,,,,,,
20080440082340,20080440082,(본)시금치나물,농업회사법인 한울팜스주식회사,조림류,정제소금. 양조간장. 시금치. 복합조미식품. 설탕. 참기름,,,,,,
20080440082399,20080440082,(본)열무나물,농업회사법인 한울팜스주식회사,조림류,열무. 양조간장. 정제소금. 참기름. 설탕. 복합조미식품,,,,,,
20080440082341,20080440082,(본)우엉홍고추볶음,농업회사법인 한울팜스주식회사,조림류,설탕. 노두유. 가공소금. 복합조미식품. 후추가루. 우엉. 물엿. 양조간장. 콩기름(대두유). 홍고추,,,,,,
20080440082425,20080440082,(본)유채나물,농업회사법인 한울팜스주식회사,조림류,유채. 양조간장. 정제소금. 참기름. 설탕. 복합조미식품. 차아황산나트륨,,,,,,
20070056544924,20070056544,(본)황태양념구이,농업회사법인(주)승화푸드,조림류,황태. 소스,,,,,,
1986037205083,19860372050,(봉평촌) 메밀막국수,효천푸드,건면,밀가루. 메밀가루. 정제소금. 옥수수전분,,,,,,
1986037205082,19860372050,(봉평촌) 메밀소바,효천푸드,건면,옥수수전분. 정제소금. 메밀가루. 밀가루,,,,,,
1986037205062,19860372050,(봉평촌)메밀국수,효천푸드,건면,밀가루. 정제식염. 메밀가루,,,,,,
20140360294126,20140360294,(블루크랩으로 만든)양념게장,(주)미소프레쉬,절임식품,청색꽃게. 양념소스베이스,,,,,,
19960257034934,19960257034,(비법)핵짬뽕소스1.000,(주)한국소스,소스,소스. 기타가공품. 후추가루. 기타 식용유지가공품. 식품첨가물. 소스. 복합조미식품. 5-리보뉴클레오티드이나트륨. 마늘. 청양고춧가루. 향미유. 복합조미식품. 양파. 복합조미식품. 정제소금. 복합조미식품. L-글루탐산나트륨. 쇼트닝. 고춧가루,,,,,,
200204610736420,20020461073,(비알)초코시럽,(주)동원홈푸드,소스,주정. 천연착향료(Vanilla). 카라기난. 다크초콜릿분말. 백설탕. 탈지분유. 전지분유. 드롭다크초콜릿. 코코아분말. 파라옥시안식향산에틸. 정제수,,,,,,
198503110017460,19850311001,(빅스타핫소스)매운맛이 나는 걸쭉한 액체,태원식품산업(주),소스,발효식초. 소스류. 액상과당. 토마토페이스트. 복합조미식품. 변성전분. 혼합조미료. 정제수,,,,,,
20150149323335,20150149323,(사)경기청년봉사단 드립백,(주)세이코커피코리아,커피,커피원두,,,,,,
20210222240398,20210222240,(사골이들어간)소고기우거지국,라임에프앤비(주),즉석조리식품,정제수. 배추우거지. 사골육수. 소양지. 깐양파. 된장. 무. 대파. 소주. 깐마늘. 액젓. 청양고추. 황기. 참기름. 복합조미식품. 후추가루,,,,,,
198503110016274,19850311001,(사과나무)양념치킨소스,태원식품산업(주),소스,파프리카추출색소. 혼합제제. 고춧가루. 물엿. 토마토케첩. 마늘. 고추씨가루. 고추장. 혼합간장. 마요네즈. 변성전분. 발효식초. 정제소금. 복합조미식품. 정제수. 시나몬. 흑후추가루,,,,,,
198503110016619,19850311001,(사과나무주식회사)타르소스,태원식품산업(주),소스,정제수. 파라옥시안식향산에틸. 파슬리. 잔탄검. L-글루타민산나트륨. 흑후추. 소스류. 정제소금. 변성전분. 유청분말. 발효식초. 백설탕. 오이피클. 액상과당. 마요네즈,,,,,,
20210617192105,20210617192,(삼첩)꼬마김밥단무지,주식회사 케이그린푸드,절임식품,절임무. 정제수. 정제염수. 빙초산. 사카린나트륨. 치자황색소. 구연산. 글리신. 아황산나트륨. 소브산칼륨,,,,,,
200701283075,20070128307,(삼치 다다끼),(주)에스제이푸드,기타 수산물가공품,소금. 삼치,,,,,,
199903090942190,19990309094,(삼화) 드링크향,(주)삼화에프앤에프,혼합제제,프로필렌글리콜. 식품첨가물혼합제제용액,,,,,,
199903090942108,19990309094,(삼화) 딸기향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942430,19990309094,(삼화) 딸기향 SHI-021,(주)삼화에프앤에프,향료,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942431,19990309094,(삼화) 딸기향 SHI-022,(주)삼화에프앤에프,향료,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942238,19990309094,(삼화) 딸기향-IN,(주)삼화에프앤에프,혼합제제,프로필렌글리콜. 식품첨가물혼합제제용액,,,,,,
199903090942110,19990309094,(삼화) 땅콩향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 합성착향료(Vanillin *). 프로필렌글리콜,,,,,,
199903090942282,19990309094,(삼화) 레몬향,(주)삼화에프앤에프,혼합제제,천연착향료(Lemon). 가공유지,,,,,,
199903090942428,19990309094,(삼화) 레몬향 SHI-010,(주)삼화에프앤에프,향료,가공유지. 천연향료(Lemon),,,,,,
199903090948724,19990309094,(삼화) 레몬향 SHI-010 (2),(주)삼화에프앤에프,향료,천연향료(Lemon). 천연향료(Lemon). 천연향료(Lemon). 천연향료(Lemon grass). 천연향료(Petitgrain). 합성향료(Citral). 트리아세틴. 아라비아검. 덱스트린,,,,,,
199903090942245,19990309094,(삼화) 로스티드라이스향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942244,19990309094,(삼화) 로스티드빈향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090945430,19990309094,(삼화) 리치향 SHI-030,(주)삼화에프앤에프,합성향료,리치향. 합성향료(Ethyl maltol). 합성향료(Citronellol). 합성향료(Benzyl alcohol). 프로필렌글리콜,,,,,,
199903090942105,19990309094,(삼화) 망고향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942243,19990309094,(삼화) 메이플향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942241,19990309094,(삼화) 밀크향,(주)삼화에프앤에프,혼합제제,프로필렌글리콜. 식품첨가물혼합제제용액,,,,,,
199903090942429,19990309094,(삼화) 밀크향 SHI-015,(주)삼화에프앤에프,향료,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942236,19990309094,(삼화) 바나나 오일향,(주)삼화에프앤에프,혼합제제,가공유지. 식품첨가물혼합제제용액,,,,,,
199903090942104,19990309094,(삼화) 바나나향,(주)삼화에프앤에프,혼합제제,합성착향료(Vanillin *). 프로필렌글리콜. 합성착향료(Ethyl maltol). 합성착향료(Isoamyl acetate). 식품첨가물혼합제제용액,,,,,,
199903090944800,19990309094,(삼화) 바나나향 SHI-031,(주)삼화에프앤에프,향료,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
199903090942239,19990309094,(삼화) 바닐라추출분말,(주)삼화에프앤에프,혼합제제,천연착향료(Vanilla). 아라비아검. 덱스트린. 정제수,,,,,,
199903090942448,19990309094,(삼화) 복숭아향 SHI-027,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 글리세린. 정제수. 프로필렌글리콜. 식품첨가물혼합제제용액,,,,,,
199903090942280,19990309094,(삼화) 블루베리향,(주)삼화에프앤에프,혼합제제,식품첨가물혼합제제용액. 프로필렌글리콜,,,,,,
