row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,,,,,
2013034512529,20130345125,(Yogurt Smoothie Powder)요거트스무디파우더,주식회사 컵풀,기타가공품,무수결정포도당. 백설탕. 백설탕. 비타민 C. DL-사과산. 파인애플과즙분말. 구연산. 혼합탈지분유. 결정과당. 요구르트분말,,,,,,
200803602841204,20080360284,(new)미니젤리롤(냉동),홈플러스 주식회사,빵류,잼류. 설탕. 전란액. 베이킹파우더. 물엿. 식품첨가물혼합제제. 일반증류주. 난황액. 우유. 정제수. 콩기름(대두유). 건포도. 밀가루,,,,,,
200803602841080,20080360284,(new)찰파이제조용생지,홈플러스 주식회사,빵류,검정깨(흑임자). 탈지분유. 정제소금. 기타가공품. 살균전란액. 콩기름(대두유). 물엿. 밀가루. 정제수. 마가린. 식품첨가물혼합제제. 백설탕. 쇼트닝. 가공버터. 식품첨가물혼합제제,,,,,,
201102026844,20110202684,(single origin coffee)싱글오리진커피,카페큐커피랩,커피,커피원두,,,,,,
201801280044,20180128004,(新)명란젓,삼양씨푸드(주)-2,양념젓갈,명태알. 정제소금. D-소비톨. L-글루탐산나트륨. 소브산칼륨. 글리신. 젖산칼슘. 니코틴산아미드. 홍국색소. 치자황색소. 혼합제제. L-아스코브산나트륨. 복합조미식품. 고춧가루. DL-사과산나트륨. 설탕. 파프리카추출색소. 아질산나트륨,,,,,,
2003012836196,20030128361,(新)명란젓,삼양씨푸드주식회사,양념젓갈,혼합제제. 치자황색소. 홍국색소. 니코틴산아미드. 젖산칼슘. 글리신. 소브산칼륨. L-글루탐산나트륨. D-소비톨. 정제소금. 명태알. 아질산나트륨. 파프리카추출색소. 설탕. DL-사과산나트륨. 고춧가루. 복합조미식품. L-아스코브산나트륨,,,,,,
2003012836197,20030128361,(新)명란젓(백),삼양씨푸드주식회사,양념젓갈,아질산나트륨. 설탕. dl-사과산나트륨. 복합조미식품. L-아스코브산나트륨. 복합조미식품. 혼합제제. 치자황색소. 홍국색소. 니코틴산아미드. 젖산칼슘. 글리신. 소브산칼륨. L-글루탐산나트륨. D-소비톨. 정제소금. 명태알,,,,,,
19980257052605,19980257052,(新)신 맛단무지,주식회사 일미농수산,절임식품,아황산나트륨. 구연산. 사카린나트륨. 소브산칼륨. 빙초산. 정제수. 절임무. L-글루탐산나트륨. 아스파탐. 치자황색소. DL-사과산,,,,,,
2018047010172,20180470101,(福)복 굼벵이,베럴 댄(BETTER THAN),곤충가공식품,찹쌀. 흰점박이꽃무지유충,,,,,,
2009056702052,20090567020,(英洋)\n영양식초,천우식품제조장,발효식초,포도당. 효모추출물. 주정. 종초산균. 정제수,,,,,,
2004027506624,20040275066,(간)민어살,해농수산,기타 수산물가공품,천일염. 민어,,,,,,
200100535801830,20010053580,(간장)깐풍기소스,엠지푸드솔루션 주식회사,소스,L-글루탐산나트륨. 정제소금. 잔탄검. 정제수. 설탕. 복합조미식품. 액상차. 향미유. 과.채가공품. 변성전분. 당시럽류. 기타설탕. 토마토케첩. 혼합간장. 발효식초. 카라멜색소 Ⅲ,,,,,,
200301444135,20030144413,(갈치)연육,제일식품,연육,갈치살. 잡어살. D-소비톨. L-라이신염산염,,,,,,
202308684062,20230868406,(갈치)연육,남해씨푸드(주),연육,대두갈치. D-소비톨. 당류가공품,,,,,,
202308684063,20230868406,(갈치)연육A,남해씨푸드(주),연육,대두갈치. D-소비톨. 인산나트륨. 설탕,,,,,,
20160364601128,20160364601,(감자핫도그),(주)명품푸드,빵류,소시지. 서류가공품. 콩기름(대두유). 곡류가공품. 정제수. 밀가루. 설탕. 난백분. 전지분유. 식품첨가물혼합제제,,,,,,
200904150481066,20090415048,(갓잇) 비건 트러플향 마요소스,(주)대유푸드,소스,정제소금. 향료. 천연향신료. 잔탄검. 비타민B1라우릴황산염. 파라옥시안식향산에틸. 소스. 정제수. D-소비톨액. 과.채가공품. 백설탕. 발효식초. 식물성크림. 변성전분. 과채주스. 향신료조제품,,,,,,
20090415048980,20090415048,(갓잇)보울소스,(주)대유푸드,소스,정제소금. 과채주스. 소스. 마요네즈. 소스. 농후발효유. 설탕. 마늘. 향신료조제품. 구아검,,,,,,
20090415048981,20090415048,(갓잇)치폴레렌치소스,(주)대유푸드,소스,올레오레진 캪시컴. 향신료조제품. 구아검. 정제소금. 과채주스. 소스. 설탕. 마늘. 정제수. 소스. 농후발효유. 마요네즈,,,,,,
20090415048941,20090415048,(갓잇)치폴레살사베이스,(주)대유푸드,소스,혼합제제. 과.채가공품. 절임류. 소스. 소스. 설탕. 정제소금. 천연향신료,,,,,,
20090415048942,20090415048,(갓잇)칠리콘카르네소스,(주)대유푸드,소스,소스. 과.채가공품. 양파. 소고기. 정제수. 돼지고기. 과.채가공품. 절임식품. 소스. 기타가공품. 청양고추. 설탕. 변성전분. 정제소금. 식용우지. 천연향신료. 과.채가공품. 천연향신료. 천연향신료. 구연산삼나트륨. 천연향신료. 천연향신료,,,,,,
201004640703,20100464070,(개두릅)음나무순장아찌,수림원 농업회사법인 주식회사,절임식품,설탕. 현미식초. 멸치액젓. 음나무어린잎. 정제수,,,,,,
2003061248519,20030612485,(거제)유자과피슬라이스,농업회사법인주노서바이오텍주식회사,액상차,정제수. 유자껍질,,,,,,
2003061248518,20030612485,(거제)유자알맹이추출액,농업회사법인주노서바이오텍주식회사,액상차,유자. 정제수,,,,,,
20210222240448,20210222240,(건)고구마순고등어조림,라임에프앤비(주),조림류,정제수. 고등어. 건고구마줄기. 양파. 간장. 된장. 고추장. 고춧가루. 파. 액젓. 깐마늘. 백설탕. 청양고추. 홍고추. 생강가루. 복합조미식품. 멸치육수,,,,,,
2003037607083,20030376070,(고궁) 생강청,고궁,기타엿,생강. 쌀조청,,,,,,
2003037607082,20030376070,(고궁)도라지청,고궁,기타엿,도라지. 쌀조청,,,,,,
2003037607084,20030376070,(고궁)인진쑥청,고궁,기타엿,사철쑥. 쌀조청,,,,,,
2003037607095,20030376070,(고궁)집된장,고궁,된장,정제수. 메주. 정제소금,,,,,,
20000368362330,20000368362,(고기)비빔냉면장,젤존푸드(주),기타가공품,정제수. 목전지. 고추장. 고춧가루. 마늘. 양파. 무. 물엿. 설탕. 생강. 간장. 고추씨가루. 정제염. 참깨. 참기름. 후추가루. 감치미. 핵산IG,,,,,,
200100535801831,20010053580,(고추장)깐풍기소스,엠지푸드솔루션 주식회사,소스,청양고추. 변성전분. 설탕. 발효식초. 정제수. 고추장. 토마토케첩. 소스. 혼합간장. 마늘. 소스. 올레오레진캡시컴. 후추가루. 고춧가루,,,,,,
19550509001438,19550509001,(고추장)찌개용진양념,매일식품주식회사,소스,고추장. 변성전분. 소스. 호박산이나트륨. 5'-리보뉴클레오티드이나트륨. 효모추출물. 고추엑기스. 복합조미식품. 기타가공품. 수용성파프리카색소. L-글루탐산나트륨. 소스. 아미노MW1. 정제소금. 멸치농축액. 주정. 소스. 고춧가루. 마늘. 혼합간장. 정제수,,,,,,
2021015701931,20210157019,(교동면옥)나박물김치,(주)원정푸드,김치,배추. 무. 마늘. 양파. 대파. 당근. 생강. 정제수. 정제염,,,,,,
2021015701927,20210157019,(교동면옥)냉면무김치,(주)원정푸드,김치,식초. 고춧가루. 정제수. 절임무. 설탕,,,,,,
2021015701930,20210157019,(교동면옥)백김치,(주)원정푸드,김치,절임배추. 마늘. 양파. 생강. 정제수. 무. 당근. 파. 육수,,,,,,
2021015701928,20210157019,(교동면옥)석박지,(주)원정푸드,김치,육수. 설탕. 대파. 양파. 생강. 마늘. 새우젓. 멸치젓. 고춧가루. 절임무. 물엿. 무채,,,,,,
2021015701932,20210157019,(교동면옥)열무물김치,(주)원정푸드,김치,육수. 무. 파. 마늘. 정제수. 생강. 당근. 양파. 고춧가루. 절임열무,,,,,,
2021015701929,20210157019,(교동면옥)포기김치,(주)원정푸드,김치,육수. 무채. 양파. 설탕. 마늘. 생강. 새우젓. 멸치액. 고춧가루. 절임배추. 물엿. 대파,,,,,,
2013001915049,20130019150,(구) 보해 소주,보해양조(주)장성공장,소주,주정. 쌀증류식소주원액. 정제수. 혼합제제류,,,,,,
2006004274688,20060042746,(구)종합강정,미송식품,과자,들깨. 참깨. 참깨. 땅콩. 물엿. 설탕. 오부라이트,,,,,,
19980208183145,19980208183,(구어조은)햄버거용겨자소스,(주)뫼루니식품,소스,조제겨자. 백설탕. 말토덱스트린. 구연산. 구아검. 마요네즈. 조제겨자,,,,,,
2021039820737,20210398207,(국)쭈꾸미소스,주식회사 태범프레시,소스,고춧가루. 고추장. 마늘. 덱스트린. 콩기름(대두유). 향미유. 향미유. 청양고춧가루. 혼합간장. L-글루탐산나트륨. 조미액젓. 재제소금(재제조소금). 카레. 복합조미식품. 식품첨가물. 천연향신료. 설탕,,,,,,
19910042026108,19910042026,(국내산) 멸치무침,(주)승원푸드,절임식품,파프리카추출색소. 핫스파이스분말. 설탕. 고춧가루. 소브산칼륨. 생강. 참깨. 고추맛기름. 마늘. D-소르비톨혼합제제. 물엿. 고추장. 멸치,,,,,,
19910042026142,19910042026,(국산)간장깻잎,(주)승원푸드,절임식품,D-소르비톨혼합제제. 소브산칼륨. 염장들깻잎. 간장. 물엿. 마늘. L-글루탐산나트륨. 양파. 생강,,,,,,
19910042026103,19910042026,(국산)고추무침,(주)승원푸드,절임식품,염장고추. L-글루탐산나트륨. 물엿. 고춧가루. 혼합다대기. 참깨. 설탕. D-소르비톨혼합제제. 멸치젓. 소브산칼륨. 마늘. 생강. 건다대기. 믹스젤-G. 파프리카추출색소. 핫스파이스분말,,,,,,
19910042026141,19910042026,(국산)깻잎무침,(주)승원푸드,절임식품,정제수. 건다대기. 염장들깻잎. 물엿. 혼합조미료. 혼합간장. 고춧가루. 멸치젓. D-소르비톨혼합제제. 마늘. 참깨. 생강. 핫스파이스분말. 소브산칼륨. L-글루탐산나트륨. 파프리카추출색소,,,,,,
1991004202699,19910042026,(국산)된장고추,(주)승원푸드,절임식품,염장고추. 된장. 고춧가루. 참깨. 물엿. 설탕. L-글루탐산나트륨,,,,,,
19910042026143,19910042026,(국산)된장깻잎,(주)승원푸드,절임식품,염장들깻잎. 된장. 물엿. 마늘. 생강. 고춧가루. L-글루탐산나트륨. D-소르비톨혼합제제. 정제수,,,,,,
19910042026100,19910042026,(국산)무말랭이,(주)승원푸드,절임식품,건무. 참깨. 설탕. L-글루탐산나트륨. 염장고추잎. 대파. 멸치젓. 습다대기. 마늘. 건다대기. 고춧가루. 물엿. D-소르비톨혼합제제. 소브산칼륨. 양파. 믹스젤-G. 파프리카추출색소. 염장새우. 핫스파이스분말. 조미고추분,,,,,,
19910042026144,19910042026,(국산)오이무침,(주)승원푸드,절임식품,오이. 고춧가루. D-소르비톨혼합제제. 정제염수. 마늘. 대파. 참깨. 설탕. 양파. L-글루탐산나트륨. 고추맛기름,,,,,,
19820433005198,19820433005,(군)갓김치,(주)동심,김치,절임갓. 육수. 고춧가루. 마늘. 액젓. 대파. 찹쌀풀. 양파. 생강,,,,,,
19820433005188,19820433005,(군)김장김치,(주)동심,김치,생강. 젓갈. 백설탕. 호화쌀가루. 양파. 액젓. 정제수. 갓. 마늘. 대파. 고춧가루. 무채. 무. 절임배추,,,,,,
19820433005191,19820433005,(군)깍두기,(주)동심,김치,절임무. 정제수. 고춧가루. 마늘. 대파. 젓갈. 백설탕. 호화쌀가루. 액젓. 양파. 생강. L-글루탐산나트륨,,,,,,
19820433005190,19820433005,(군)막김치,(주)동심,김치,절임배추. 무채. 고춧가루. 정제수. 대파. 마늘. 액젓. 백설탕. 호화쌀가루. 생강. L-글루탐산나트륨. 젓갈. 재제소금(재제조소금),,,,,,
19820433005199,19820433005,(군)물김치,(주)동심,김치,배추. 무. 염수. 오이. 당근. 고춧가루. 대파. 마늘. 홍고추. 미나리. 양파. 생강,,,,,,
19820433005189,19820433005,(군)배추김치,(주)동심,김치,절임배추. 무채. 고춧가루. 정제수. 대파. 마늘. 갓. 액젓. 호화쌀가루. 백설탕. 젓갈. 생강. L-글루탐산나트륨,,,,,,
19820433005197,19820433005,(군)백김치,(주)동심,김치,갓. 홍고추. 생강. 대추. 밤. 배. 양파. 당근. 쪽파. 마늘. 풀. 무채. 절임배추. 염수,,,,,,
19820433005192,19820433005,(군)양배추김치,(주)동심,김치,양배추. 고춧가루. 대파. 백설탕. 부추. 양파. 액젓. 마늘. 젓갈. 생강. 재제소금(재제조소금),,,,,,
19820433005193,19820433005,(군)열무김치,(주)동심,김치,L-글루탐산나트륨. 절임열무. 배추. 찹쌀풀. 정제수. 홍고추. 고춧가루. 쪽파. 대파. 건고추. 젓갈. 마늘. 양파. 백설탕. 액젓. 생강. 재제소금(재제조소금),,,,,,
19820433005195,19820433005,(군)오이김치,(주)동심,김치,오이. 부추. 고춧가루. 대파. 액젓. 당근. 마늘. 양파. 백설탕. 생강. L-글루탐산나트륨,,,,,,
19820433005196,19820433005,(군)오이소박이,(주)동심,김치,오이. 부추. 고춧가루. 육수. 마늘. 액젓. 대파. 당근. 백설탕. 생강,,,,,,
19820433005194,19820433005,(군)총각김치,(주)동심,김치,고춧가루. 찹쌀풀. 정제수. 대파. 마늘. 양파. 액젓. 백설탕. 젓갈. 생강. 재제소금(재제조소금). L-글루탐산나트륨. 절임총각무,,,,,,
19820433005200,19820433005,(군)파김치,(주)동심,김치,재제소금(재제조소금). 물엿. 백설탕. 배. 양파. 마늘. 액젓. 찹쌀풀. 부추. 고춧가루. 정제수. 쪽파,,,,,,
1999014449956,19990144499,(금은화.올리고 금은화. 천비)디저트 캔디,백의민족식품,캔디류,설탕. 물엿. 약모밀추출분말. 새삼씨앗. 인동꽃봉오리. 창질경이어린잎. 산이질풀잎. 쇠비름잎. 감초뿌리. 민들레. 금잔화꽃. l-멘톨. 꼭두서니잎. 카라멜색소. 민트향,,,,,,
20200335089110,20200335089,(꽃길만걸어요)벚꽃모양케이크,주식회사 레헴(삼송지점),빵류,밀가루. 과자. 자연치즈. 당류가공품. 우유. 마가린. 식품첨가물. 식품첨가물혼합제제. 과.채가공품. 베이킹파우더. 기타코코아가공품. 과채주스. 백설탕. 식물성크림. 살균전란액,,,,,,
199104450779233,19910445077,(나나방콕)느억맘소스,주식회사 동방푸드마스타,소스,소스. 소스. 조미액젓. 정제수. 발효식초. 설탕,,,,,,
199104450779236,19910445077,(나나방콕)레몬마요소스,주식회사 동방푸드마스타,소스,효소처리스테비아. 카복시메틸셀룰로스나트륨. 잔탄검. 구연산. 타마린드검. 유청. 발효식초. 과.채가공품. 소스. 정제수. 설탕. 마요네즈,,,,,,
199104450779235,19910445077,(나나방콕)쏨땀소스,주식회사 동방푸드마스타,소스,정제수. 소스. 소스. 조미액젓. 발효식초. 설탕,,,,,,
199104450779234,19910445077,(나나방콕)팟타이소스,주식회사 동방푸드마스타,소스,조미액젓. 소스. 설탕. 정제수. 소스. 혼합간장. 잔탄검. 변성전분. 향미유,,,,,,
20120364971269,20120364971,(날개+북채)간장소스,(주)텃밭에프앤에스,소스,생강. 물엿. 혼합간장. 정제수. 설탕. 소스. 마늘. 카라멜색소. 정제소금. 변성전분. L-글루탐산나트륨. 사카린나트륨제제,,,,,,
20120364971275,20120364971,(날개+북채)매운간장소스,(주)텃밭에프앤에스,소스,물엿. 혼합간장. 설탕. 정제수. 소스. 마늘. 고춧가루. 정제소금. 카라멜색소. 변성전분. L-글루탐산나트륨. 올레오레진 캪시컴. 사카린나트륨제제. 생강,,,,,,
20100275218349,20100275218,(냉)녹차스콘G,(주)굿투베이크,빵류,밀가루. 과채가공품. 가공버터. 우유. 설탕. 고형차. 베이킹파우더. 전분. 정제소금,,,,,,
20050275198424,20050275198,(냉)더블초코스콘,(주)에이비피홀딩스,빵류,밀가루. 마가린. 전란액. 설탕. 가공유크림. 우유. 준초콜릿. 코코아분말. 합성팽창제. 정제소금,,,,,,
20100275218399,20100275218,(냉)모카쿠키찰빵,(주)굿투베이크,빵류,설탕. 빵류. 땅콩버터. 당류가공품. 마가린. 밀가루. 정제소금. 커피. 전란액. 땅콩 또는 견과류가공품,,,,,,
20120275156161,20120275156,(냉)버거번,(주)비씨2000,빵류,밀가루. 정제수. 설탕. 마가린. 전란액. 효모. 혼합분유. 정제소금. 혼합제제. 혼합제제,,,,,,
20050275198401,20050275198,(냉)블랙쿠키,(주)에이비피홀딩스,빵류,식품첨가물혼합제제. 정제소금. 물엿. 코코아분말. 전란액. 설탕. 가공버터. 밀가루,,,,,,
20050275198430,20050275198,(냉)블루베리베이글F,(주)에이비피홀딩스,빵류,혼합제제. 정제소금. 당절임. 효모. 밀가루. 정제수. 빵류. 과.채가공품. 곡류가공품. 설탕. 곡류가공품,,,,,,
2009027510493,20090275104,(냉)소시지롤,화이트도우,빵류,밀가루. 정제수. 설탕. 마가린. 전란액. 효모. 혼합분유. 정제소금. 혼합제제. 소시지,,,,,,
20050275198429,20050275198,(냉)어니언베이글F,(주)에이비피홀딩스,빵류,밀가루. 정제수. 빵류. 과.채가공품. 곡류가공품. 설탕. 곡류가공품. 효모. 정제소금,,,,,,
20050275198357,20050275198,(냉)얼그레이레몬스콘,(주)에이비피홀딩스,빵류,침출차. 정제소금. 합성팽창제. 당절임. 가공버터. 설탕. 마가린. 식물성크림. 전란액. 밀가루,,,,,,
2009027510495,20090275104,(냉)얼그레이레몬스콘,화이트도우,빵류,침출차. 정제소금. 베이킹파우더. 당절임. 가공버터. 설탕. 마가린. 식물성크림. 전란액. 밀가루,,,,,,
20050275198425,20050275198,(냉)얼그레이스콘,(주)에이비피홀딩스,빵류,밀가루. 마가린. 전란액. 가공유크림. 설탕. 당절임. 합성팽창제. 정제소금. 침출차,,,,,,
2009027510444,20090275104,(냉)와플생지A,화이트도우,빵류,밀가루. 가공버터. 정제수. 설탕. 우유. 설탕. 하겔슈거. 전란액. 효모. 혼합제제. 정제소금,,,,,,
20100275218294,20100275218,(냉)찹쌀치즈볼,(주)굿투베이크,빵류,탄산수소나트륨. 카라멜색소. 정제소금. 합성팽창제. 밀가루. 물엿. 가당연유. 쇼트닝. 설탕. 곡류가공품. 기타가공품. 정제수. 가공치즈. 곡류가공품,,,,,,
2009027510497,20090275104,(냉)초코스콘,화이트도우,빵류,밀가루. 초콜릿. 식물성크림. 전란액. 설탕. 마가린. 가공버터. 코코아분말. 베이킹파우더. 정제소금. 코코아분말,,,,,,
20100275218348,20100275218,(냉)초코스콘G,(주)굿투베이크,빵류,밀크초콜릿. 기타설탕. 코코아분말. 베이킹파우더. 전분. 정제소금. 밀가루. 가공버터. 우유,,,,,,
20100275218291,20100275218,(냉)치즈볼,(주)굿투베이크,빵류,기타가공품. 가공치즈. 쇼트닝. 기타가공품. 설탕. 기타가공품. 전란액. 가당연유. 콩기름(대두유). 곡류가공품. 정제소금. 혼합분유,,,,,,
20100275218346,20100275218,(냉)쿠키찰빵,(주)굿투베이크,빵류,기타가공품. 설탕. 정제수. 밀가루. 마가린. 전란액. 쇼트닝. 땅콩버터. 땅콩 또는 견과류가공품. 검정깨(흑임자). 양조간장. 정제소금,,,,,,
20120275156162,20120275156,(냉)탕종우유식빵,(주)비씨2000,빵류,밀가루. 우유. 정제수. 설탕. 마가린. 효모. 정제소금. 혼합제제,,,,,,
20050275198390,20050275198,(냉)통밀쿠키,(주)에이비피홀딩스,빵류,밀가루. 마가린. 기타밀가루. 설탕. 전란액. 물엿. 정제소금,,,,,,
2005027519815,20050275198,(냉)플레인 베이글 F,(주)에이비피홀딩스,빵류,곡류가공품. 빵류. 정제수. 밀가루. 정제소금. 효모. 곡류가공품. 설탕,,,,,,
20100275218347,20100275218,(냉)플레인스콘G,(주)굿투베이크,빵류,밀가루. 가공버터. 설탕. 전란액. 설탕. 베이킹파우더. 전분. 정제소금,,,,,,
20100275218285,20100275218,(냉)플레인쿠키,(주)굿투베이크,빵류,정제소금. 물엿. 전란액. 설탕. 마가린. 밀가루,,,,,,
20120275156157,20120275156,(냉)피타브레드,(주)비씨2000,빵류,올리브유. 정제소금. 효모. 당류가공품. 밀가루. 탁주. 밀가루. 정제수. 밀가루,,,,,,
20100275218303,20100275218,(냉)흑미치즈볼,(주)굿투베이크,빵류,곡류가공품. 가공치즈. 기타가공품. 설탕. 쇼트닝. 곡류가공품. 가당연유. 물엿. 곡류가공품. 밀가루. 베이킹파우더. 정제소금. 탄산수소나트륨,,,,,,
202205292164,20220529216,(냉동) 초코크런치 팝시클케이크,(주)대하,빵류,빵류. 소스류. 초코플레이크. 초코플레이크. 당류가공품,,,,,,
20180450029976,20180450029,(냉동)CB떡볶이스프,(주)송림에프에스,복합조미식품,비타민 C. 5-리보뉴클레오티드이나트륨. 효모식품. 파프리카추출색소. 효모추출물. 복합조미식품. L-글루탐산나트륨. 정제소금. 고춧가루. 설탕. 아스파탐. 올레오레진캪시컴. 양파분말. 과채가공품. 천연향신료. 복합조미식품,,,,,,
201602753888,20160275388,(냉동)가또쇼콜라,(주)현대그린푸드 베이커리공장,빵류,밀크초콜릿. 난백액. 백설탕. 가공버터. 초콜릿. 난황액. 박력분. 가공유크림. 코코아분말,,,,,,
2016027538810,20160275388,(냉동)고구마무스,(주)현대그린푸드 베이커리공장,빵류,빵류. 가공유크림. 고구마. 백설탕. 가공버터. 식품첨가물혼합제제. 정제수. 치즈,,,,,,
2021021229899,20210212298,(냉동)고기듬뿍 서울식 버섯 불고기,주식회사제일씨엔에프(C&F),즉석조리식품,볶은통깨. 식용유지류. 다진마늘. 표고버섯. 당근. 대파. 새송이버섯. 양파. 건면. 소스. 팽이버섯. 소목심,,,,,,
20160275388214,20160275388,(냉동)과일파운드,(주)현대그린푸드 베이커리공장,빵류,천연향신료. 베이킹파우더. 땅콩 또는 견과류가공품. 우유. 호박씨앗. 과.채가공품. 과.채가공품. 건조무화과. 아몬드분말. 크림발효유. 중력분. 전란액. 백설탕. 가공버터. 혼합제제,,,,,,
2021021229890,20210212298,(냉동)관동풍 스키야키,주식회사제일씨엔에프(C&F),즉석조리식품,소고기. 배추. 팽이버섯. 소스. 소스. 느타리자실체. 소스. 표고버섯. 청경채잎. 숙면. 대파,,,,,,
20160368033140,20160368033,(냉동)광어살,(주)부일,기타 수산물가공품,넙치,,,,,,
20160275388175,20160275388,(냉동)구]블루베리머핀,(주)현대그린푸드 베이커리공장,빵류,콩기름(대두유). 정제수. 블루베리파이필링. 전란액. 기타가공품,,,,,,
20160275388176,20160275388,(냉동)구]쵸코칩머핀,(주)현대그린푸드 베이커리공장,빵류,초콜릿. 정제수. 콩기름(대두유). 전란액. 기타가공품,,,,,,
20160275388177,20160275388,(냉동)구]크림치즈머핀,(주)현대그린푸드 베이커리공장,빵류,과채주스. 아몬드슬라이스. 콩기름(대두유). 정제수. 전란액. 치즈. 기타가공품,,,,,,
19930618060968,19930618060,(냉동)구워나온 미니크로아상,(주)신라명과,빵류,빵류,,,,,,
20160275388164,20160275388,(냉동)까사테라,(주)현대그린푸드 베이커리공장,빵류,전란액. 난황액. 백설탕. 당류가공품. 곡류가공품. 가공버터. 박력분. 당류가공품. 청주. 기타소금,,,,,,
20160275388217,20160275388,(냉동)깜빠뉴샌드위치빵,(주)현대그린푸드 베이커리공장,빵류,식품첨가물혼합제제. 식품첨가물혼합제제. 갈색설탕. 기타소금. 효모. 박력분. 호밀분말. 정제수. 강력분,,,,,,
2016027538830,20160275388,(냉동)깜빠뉴생지,(주)현대그린푸드 베이커리공장,빵류,식품첨가물혼합제제. 식품첨가물혼합제제. 기타설탕. 기타소금. 효모. 박력분. 호밀가루. 정제수. 강력분,,,,,,
2021014994790,20210149947,(냉동)나가사키 카스테라,밀리F&B,빵류,소스. 정제수. 벌꿀. 바닐라향오일. 기타설탕. 계란. 설탕. 박력분. 물엿,,,,,,
20040614770304,20040614770,(냉동)나나네 볶음 야채,(주)케이푸드,과.채가공품,팽이버섯. 대파. 당근. 양파,,,,,,
20040614770305,20040614770,(냉동)나나네 볶음(땡초) 야채,(주)케이푸드,과.채가공품,청양고추. 팽이버섯. 대파. 당근. 양파,,,,,,
20040614770306,20040614770,(냉동)나나네 볶음밥 야채,(주)케이푸드,과.채가공품,쥬키니호박. 당근. 양파. 감자,,,,,,
20040614770307,20040614770,(냉동)나나네 찌개 야채,(주)케이푸드,과.채가공품,팽이버섯. 양파. 쥬키니호박. 감자. 대파. 무,,,,,,
20040614770308,20040614770,(냉동)나나네 찌개(땡초) 야채,(주)케이푸드,과.채가공품,팽이버섯. 양파. 쥬키니호박. 감자. 청양고추. 무. 대파,,,,,,
20040614770309,20040614770,(냉동)나나네 카레 야채,(주)케이푸드,과.채가공품,쥬키니호박. 당근. 양파. 감자,,,,,,
20160275388194,20160275388,(냉동)나비파이,(주)현대그린푸드 베이커리공장,빵류,기타소금. 과.채가공품. 전란액. 마가린. 정제수. 박력분. 강력분. 마가린,,,,,,
2013044522752,20130445227,(냉동)너른골찰순대,주식회사 달솔,즉석조리식품,중국당귀뿌리. 감초건조. 둥굴레뿌리. 식육추출가공품. 후추가루. 설탕. 들깨가루. 소스. 마가린. 생강. 부추. L-글루탐산나트륨. 옥수수전분. 떡류. 돼지피. 돼지지방. 돼지소창. 당면. 정제소금. 돼지갈매기살. 마늘. 당근. 양파. 복합조미식품,,,,,,
2020003719086,20200037190,(냉동)녹차 쿠키,(주)학산 테라로사커피 성수지점,과자,중력분. 버터. 당류가공품. 전란. 녹차가루. 베이킹파우더. 정제소금,,,,,,
2020003719087,20200037190,(냉동)녹차 쿠키 B,(주)학산 테라로사커피 성수지점,과자,밀가루. 버터. 설탕. 전란. 녹차가루. 베이킹파우더. 정제소금,,,,,,
20160275388139,20160275388,(냉동)녹차롤,(주)현대그린푸드 베이커리공장,빵류,전란액. 가공버터. 백설탕. 박력분. 당류가공품. 콩기름(대두유). 가공연유. 물엿. 당절임. 정제수. 난백액. 일반증류주. 고형차. 기타소금,,,,,,
20160275388353,20160275388,(냉동)녹차휘낭시에,(주)현대그린푸드 베이커리공장,빵류,바닐라에센스. 베이킹파우더. 고형차. 당류가공품. 가당연유. 아몬드분말. 박력분. 백설탕. 버터. 난백액,,,,,,
20160275388349,20160275388,(냉동)누텔라초코스콘,(주)현대그린푸드 베이커리공장,빵류,중력분. 초콜릿. 가공유크림. 가공버터. 전란액. 우유. 백설탕. 준초콜릿. 베이킹파우더. 식품첨가물혼합제제. 기타소금,,,,,,
2021021229891,20210212298,(냉동)뉴욕스타일 엘본 스테이크,주식회사제일씨엔에프(C&F),즉석조리식품,소스. 소스. 천연향료. 혼합식용유. 복합조미식품. 마늘. 그린콩꼬투리. 옥수수. 당근. 가공버터. 소고기,,,,,,
2021021229892,20210212298,(냉동)뉴욕스트립 채끝 스테이크,주식회사제일씨엔에프(C&F),즉석조리식품,가공버터. 소고기. 소스. 소스. 천연향료. 혼합식용유. 복합조미식품. 마늘. 그린콩꼬투리. 옥수수. 당근,,,,,,
2016027538812,20160275388,(냉동)뉴욕치즈,(주)현대그린푸드 베이커리공장,빵류,치즈. 박력분. 농후크림발효유. 가공버터. 전란액. 백설탕. 슈가파우더. 난황액. 아몬드분말. 전분가공품. 코코아분말. 레몬. 기타소금,,,,,,
20160275388178,20160275388,(냉동)뉴욕치즈타르트,(주)현대그린푸드 베이커리공장,빵류,전분가공품. 과채주스. 합성팽창제. 치즈. 농후크림발효유. 박력분. 가공버터. 백설탕. 가공유크림. 전란액,,,,,,
2016027538850,20160275388,(냉동)단팥빵,(주)현대그린푸드 베이커리공장,빵류,백설탕. 전란액. 강력분. 농산물조림. 식품첨가물혼합제제. 식품첨가물혼합제제. 재제소금(재제조소금). 식품첨가물혼합제제. 탈지분유. 효모. 가공버터. 정제수,,,,,,
