row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,
202103521781103,20210352178,186바베큐소스,(주)에프앤에스식품제2공장,소스,올레오레진캡시컴. 천연향신료. 5-리보뉴클레오티드이나트륨. 잔탄검. 파프리카추출색소. 천연향료. 천연향신료. 복합조미식품. L-글루탐산나트륨. 고춧가루. 변성전분. 마늘. 설탕. 기타설탕. 양파. 혼합간장. 정제수. 물엿. 콩기름(대두유). 생강,
202103521781104,20210352178,186불닭소스,(주)에프앤에스식품제2공장,소스,복합조미식품. 변성전분. 고춧가루. L-글루탐산나트륨. 기타가공품. 복합조미식품. 정제소금. 파프리카추출색소. 효소처리스테비아. 효모추출물. 올레오레진캡시컴. 잔탄검. 파라옥시안식향산에틸. 복합조미식품. 복합조미식품. 양파. 소스. 마늘. 기타과당. 설탕. 정제수. 소스. 양조간장,
201406012864,20140601286,1872더치커피,주식회사 네오빈스,커피,커피추출액,
20090473152527,20090473152,1879 폴리페놀,(주)신성티엔에프,혼합음료,시클로덱스트린시럽. 용설란시럽. 배농축액. 기타가공품. 정제수. 치커리식이섬유. 천연과일향. 비타민 C. L-알라닌. 글리신. 효소처리스테비아,
2013002021511,20130020215,1879Y 양파와인 까베르네 쇼비뇽,와인코리아㈜농업회사법인,과실주,무수아황산. 소르빈산칼륨. 설탕. 양파. 적포도,
202006008361,20200600836,1879유등야면들기름,무계헌협동조합,들기름,들깨,
202006008362,20200600836,1879유등야면참기름,무계헌협동조합,참기름,참깨,
20090473152384,20090473152,1879폴리페놀 Green,(주)신성티엔에프,혼합음료,L-알라닌. 글리신. 효소처리스테비아. 천연향료(Orange leaf). 천연향료(Lime). 노니농축액. 석류농축액. 비타민 C. 시클로덱스트린. 기타가공품. 당류가공품. 아로니아농축액. 정제수,
20200268705157,20200268705,1880 커피,(주)커피베슬,커피,볶은커피,
202300268511,20230026851,1894고부,농업회사법인(유)귀리귀인 고부지점,소주,쌀. 귀리. 정제수. 누룩. 개량누룩. 정제효소제. 효모,
202300268514,20230026851,1894녹두,농업회사법인(유)귀리귀인 고부지점,약주,쌀. 귀리. 정제수. 누룩. 개량누룩. 정제효소제. 효모,
202300268512,20230026851,1894동학,농업회사법인(유)귀리귀인 고부지점,소주,정제수. 쌀. 귀리. 누룩. 개량누룩. 정제효소제. 효모,
202300268513,20230026851,1894혁명,농업회사법인(유)귀리귀인 고부지점,소주,쌀. 귀리. 정제수. 누룩. 개량누룩. 정제효소제. 효모,
202300268515,20230026851,1894혁명 Mild,농업회사법인(유)귀리귀인 고부지점,소주,쌀. 정제수. 누룩. 개량누룩. 정제효소제. 효모,
202300268516,20230026851,1894혁명 Oak,농업회사법인(유)귀리귀인 고부지점,소주,null,
20070360143440,20070360143,1897커피,(주)두리인터내셔날,커피,볶은커피,
2008033217544,20080332175,1897커피 (블렌딩),주식회사 폴링,커피,커피,
2008033217543,20080332175,1897커피 (싱글오리진),주식회사 폴링,커피,커피,
20070360143606,20070360143,1897커피(블렌딩),(주)두리인터내셔날,커피,볶은커피,
2014049314914,20140493149,18곡 곡물과자,해풍친환경영농조합법인,과자,밀가루. 혼합곡물. 건조사탕수수분말. 고구마분말. 연근분말. 기타소금. 계피가루. 유당분말,
19950362283119,19950362283,18곡 미숫가루,김포맥아식품,즉석섭취식품,쌀보리. 쌀. 대두. 현미. 찹쌀. 맥아. 옥수수. 수수. 검정깨(흑임자). 들깨. 차조. 대두. 대두. 메조. 율무. 밀. 녹두. 흑미. 포도당. 정제염,
2019059902622,20190599026,18곡 미숫가루,휴밀(humeal),기타 농산가공품,곡류가공품. 쌀. 현미. 보리. 대두,
2004030824581,20040308245,18곡 순 미숫가루,(주)푸드코리아,곡류가공품,볶음귀리. 백설탕. 알파옥수수분말. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 땅콩분말. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품. 규격외일반가공식품,
2017036857462,20170368574,18곡 혼합곡물가루,해오름,곡류가공품,늘보리. 찰흑미. 흑미. 귀리. 기장쌀. 차조. 수수. 홍미. 찹쌀. 율무쌀. 검정콩. 약콩. 납작보리. 찰현미. 백태. 팥. 찰보리. 보리쌀,
20180442747702,20180442747,18곡 효소분말,(주)원네스팜,곡류가공품,곡류가공품. 효소식품. 곡류가공품,
20080193705173,20080193705,18곡곡류효소,컴앤씨,효소식품,쌀눈. 백태. 검정콩. 녹두. 팥. 차조. 수수. 율무쌀. 옥수수. 흑미. 현미찹쌀. 찹쌀. 멥쌀. 밀. 귀리. 쌀겨. 보리. 현미. Aspergillus oryzae,
1997052601859,19970526018,18곡미숫가루,나비골농협가공공장,곡류가공품,밀. 백태. 보리. 옥수수. 현미. 찹쌀. 수수. 조. 기장. 율무. 흑미. 당근. 밤. 서리태. 참깨. 들깨. 쌀. 검정콩,
20180442747343,20180442747,18곡발효효소유산균,(주)원네스팜,기타가공품,분말결정포도당. 효모. 귀리식이섬유. 곡류가공품. 프락토올리고당. 아미노산혼합제제. 효소혼합분말. 유산균혼합분말,
19940607230482,19940607230,18곡혼합분말,(주)신광식품,곡류가공품,메밀. 옥수수. 팥. 차조. 밀쌀. 검정콩. 흑미. 수수. 율무쌀. 찹쌀. 대두. 쌀. 현미. 보리. 검정콩. 약콩. 기장쌀. 녹두,
20110445292129,20110445292,18도씨더치,(주)흥국에프엔비,커피,더치커피추출액. 탄산칼륨(무수). 자몽종자추출물. 정제수,
20190358138150,20190358138,18피치,Littes(리트),타르색소제제,물엿. 글리세린. 주정. 식용색소황색제4호. 식용색소황색제5호. 식용색소적색제40호. 식용색소적색제3호,
19910372063129,19910372063,18혼합곡물,대주식품,곡류가공품,차조. 찹쌀. 찰보리. 수수. 메밀. 녹두. 검정콩. 밀. 검정깨(흑임자). 팥. 찐흑미. 대두. 옥수수. 현미. 기장. 멥쌀백미. 참깨. 완두,
2006052009111,20060520091,19 곡물식초,정명원 발효식품,발효식초,귀리. 녹두. 강낭콩. 팥. 차조. 찰기장. 율무. 밀. 수수. 효모. 약콩. 대두. 멥쌀. 보리쌀. 보리. 찹쌀. 흑미. 누룩. 현미찹쌀,
20120358156202,20120358156,19 토피넛 토핑 150g,이노라이즈컴퍼니,당류가공품,땅콩 또는 견과류가공품. 당류가공품,
1990048409923,19900484099,19%염산,백광산업 주식회사,염산,염산. 정제수,
199301880912142,19930188091,19)통팥앙금CH52,주식회사샤니,조림류,팥. 설탕. 식품첨가물혼합제제. 한천. 식품첨가물혼합제제. 글리신. 말티톨시럽. 군고구마페이스트. 올리고당,
201300191502,20130019150,19.5% 잎새주 1.75L,보해양조(주)장성공장,소주,구연산. 설탕. 정제수. 주정,
2016284000232,20162840002,1902회곡안동소주,농업회사법인(주)회곡양조장,소주,null,
198503110017495,19850311001,1905몬스터바베큐소스,태원식품산업(주),소스,토마토케첩. 기타설탕. 소스류. 마가린. 양파. 변성전분,
198503110014381,19850311001,1905몬스터케이준소스,태원식품산업(주),소스,파라옥시안식향산에틸. 자몽종자추출물. 전지분골드. 정제소금. 변성전분. 발효식초. 피클. 조제겨자. 백설탕. 마요네즈. 정제수,
198503110015937,19850311001,1905몬스터콜슬로우용소스,태원식품산업(주),소스,백설탕. 액상과당. 마요네즈. 발효식초. 변성전분. 파라옥시안식향산에틸. 정제수,
198503110014377,19850311001,1905몬스터피자소스,태원식품산업(주),소스,정제소금. 천연향신료. 구연산. 프리미엄파마산. 토마토페이스트. 토마토홀. 액상과당. 발효식초. 양파. 백설탕. 혼합간장. 피자스파이스믹스. 감초농축액. 가드롱지엘-육일공. DL-사과산. 폴리리신50P. 프리미엄파마산. 파마산파우더. 옥수수가루. 리얼그레이티드파마산치즈. 식물성 크림. 유청분말. 지미인핸서. 소이소스파우다-LA. 말토덱스트린. 튜린비에프-110오씨. 효모. 정제염. 레드페파로얄. BV-20. 올레오레진？시컴. 천연향신료. 구연산삼나트륨. 지미인핸서. 레드페파로얄. 천연향신료. 후추가루. 천연향신료. 올레오레진파프리카. 정제수. 혼합간장. 아미노간장. 아미노간장. 양조간장. 정제염. 물엿. 피자스파이스믹스. 옥분플라워-1. 미분염. 마늘가루. 양파분태. 파마산치즈후레바. 가드롱지엘-육일공. 덱스트린. 초산나트륨,
199503380158929,19950338015,190번트치즈케익,주식회사 에스피씨삼립,빵류,밀가루. 설탕. 전란액. 콩기름(대두유). 당류가공품. 치즈. 마가린. 난백액. 기타과당. 정제수. 마가린. 기타설탕. 식품첨가물혼합제제. 우유. 식품첨가물혼합제제. 주정. 식품첨가물혼합제제. 기타소금. 기타가공품. 가공치즈. 가공치즈. 향료. 향료. 기타가공품. 기타가공품,
202106140042,20210614004,1912허브앤코 스테디맨,농업회사법인주식회사 유비무환,액상차,호로파씨앗. 복분자. 오미자열매. 계피. 감초. 프락토올리고당. 정제수. 지황. 구기자나무열매. 복령균핵. 건조마. 산삼배양근농축액. 산수유열매,
2019038480576,20190384805,1912허브앤코 스테디맨(1912 Herb&Co Steadyman),드리올,액상차,비타민C. 지황. 구기자나무열매. 복령균핵. 마뿌리. 산삼배양근농축액. 산수유열매. 호로파씨앗. 복분자. 오미자열매. 계피. 감초. 프락토올리고당. 정제수,
19990622005235,19990622005,1912허브앤코정화,산청군양잠농업협동조합,기타가공품,인동분말. 도라지분말. 우엉분말. 박하분말. 맥문동분말. 구기자분말. 약모밀분말. 인삼분말. 오미자분말. 건생강분말. 녹차가루. 산초나무열매분말. 귤껍질분말. 차즈기잎분말. 보리쌀가루,
2015062201012,20150622010,1915 생강진액,농업회사법인(주)하늘다리,액상차,생강. 설탕,
201104920406,20110492040,1915m 사과 드림,드림인영농조합법인,과.채주스,사과,
2011049204022,20110492040,1915m 아로니아 드림,드림인영농조합법인,과.채음료,정제수. 아로니아농축액. 고로쇠농축액. 액상과당. 이소말토올리고당. 백설탕. 프락토올리고당시럽. 구연산. 구연산삼나트륨. 라즈베리향,
2011049204023,20110492040,1915m 오미자 드럼,드림인영농조합법인,과.채음료,오미자. 추출액. 정제수. 고로쇠농축액. 액상과당. 아소말토올리고당,
2011049204024,20110492040,1915m 유자 드림,드림인영농조합법인,과.채음료,유자과즙. 정제수. 고로쇠농축액. 액상과당. 백설탕. 이소말토올리고당. 프락토올리고당,
2018040734960,20180407349,1919 대한독립 오미자차,티하우스,침출차,오미자열매,
200304450561195,20030445056,1919 어간장,(주)삼아아시아,소스,정제수. 조미액젓. 한식간장. 설탕. 양조간장. 조미액젓. 파라옥시안식향산에틸. 발효식초. 소스. 주정. 정제소금. 효모식품,
20160160416181,20160160416,1919봄 블랜딩,비해이븐,커피,정제수. 커피,
20100500066282,20100500066,1920 깨찰떡,사임당푸드영농조합법인,떡류,찹쌀. 검정깨(흑임자). 설탕. 천일염. 밀가루,
20100500066281,20100500066,1920 붉은팥찰떡,사임당푸드영농조합법인,떡류,찹쌀. 팥. 설탕. 천일염. 밀가루,
20100500066280,20100500066,1920 쑥찰떡,사임당푸드영농조합법인,떡류,찹쌀. 사철쑥. 설탕. 천일염. 밀가루. 콩가루,
20100500066284,20100500066,1920 영양찰떡,사임당푸드영농조합법인,떡류,찹쌀. 두류가공품. 설탕. 천일염. 밀가루,
20100500066283,20100500066,1920 호박찰떡,사임당푸드영농조합법인,떡류,찹쌀. 냉동서양호박. 코코넛분말. 설탕. 천일염. 밀가루,
2009056402413,20090564024,1924 Royal Apple Juice,농업회사법인 청송애플식품(주),과.채주스,비타민C. 사과,
1991061213849,19910612138,1924로얄청송생강차,거제농산물수출영농조합법인,액상차,과.채가공품. 유자착즙액. 대추농축액. 사양벌꿀. 올리고당. 설탕. 비타민C. 효소처리스테비아. 올레오레진 진저. 정제수. 생강즙,
20180372466964,20180372466,1930 콜롬비아,뉴지코리아(주),커피,커피,
2013001515425,20130015154,1932포천일동밀막걸리,주식회사 포천탁주제조장,탁주,정제수. 밀가루. 입국. 정제효소제. 아스파탐. 아세설팜칼륨. 효모. 젖산,
2013001515426,20130015154,1932포천일동생막걸리,주식회사 포천탁주제조장,탁주,젖산. 밀. 효모. 아세설팜칼륨. 아스파탐. 정제효소제. 팽화미. 입국. 쌀. 정제수,
2013001515436,20130015154,1932포천일동생쌀막걸리,주식회사 포천탁주제조장,탁주,입국. 정제수. 쌀. 팽화미. 아스파탐. 아세설팜칼륨. 효모. 젖산. 정제효소제. 올리고당,
2013001515433,20130015154,1932포천일동쌀막걸리,주식회사 포천탁주제조장,탁주,정제수. 입국. 팽화미. 정제효소제. 아스파탐. 아세설팜칼륨. 효모. 쌀. 젖산,
2013001515427,20130015154,1932포천일동찹쌀동동주,주식회사 포천탁주제조장,탁주,정제수. 쌀. 밀가루. 입국. 정제효소제. 아스파탐. 아세설팜칼륨. 효모. 찹쌀. 팽화미. 젖산,
200804490041200,20080449004,1933소갈비소스,(주)금진식품,소스,참기름. 청양고추. 식품첨가물혼합제제. 마늘. 혼합간장. 설탕. 대파. 과.채가공품. 당류가공품. 양조간장. 양파. 물엿. 정제수. 사과청징농축액. 카라멜색소 Ⅲ. L-글루탐산나트륨. 후추가루. 발효식초. 과.채가공품. 사양벌꿀. 주정. 비타민B1라우릴황산염. 파라옥시안식향산에틸. 효소처리스테비아. 식품첨가물혼합제제,
20000449035575,20000449035,1937 블렌딩 원두,(주)쟈뎅,커피,커피원두,
201300170919,20130017091,1938소성주,인천탁주제조제 1 공장,탁주,정제수. 쌀. 입국. 국. 효모,
202300213252,20230021325,1938약주,농업회사법인 대룡주가 주식회사,약주,null,
202300213251,20230021325,1938탁주,농업회사법인 대룡주가 주식회사,탁주,null,
20170526040253,20170526040,1939진년공부흑전차,천지운 주식회사 농업회사법인,침출차,차나무잎,
19960607392177,19960607392,1940모듬어묵,(주)환공식품,어묵,효소처리스테비아. 콩기름(대두유). 소브산칼륨. 글루코노-δ-락톤. 5-리보뉴클레오티드이나트륨. 글리신. 탄산칼슘. D-자일로오스. L-글루탐산나트륨제제. 소스. 들깻잎. 오징어. 전분가공품. 대파. 정제소금. 우엉. 어묵. 당면. 당근. 복합조미식품. 전분. 연육,
201803877348,20180387734,1943 모듬감자,(주)티제이컴퍼니,서류가공품,냉동감자. 냉동감자. 냉동감자. 냉동감자. 냉동감자. 냉동감자. 냉동감자,
200204610739822,20020461073,1943바질소스,(주)동원홈푸드,소스,5'-리보뉴클레오티드이나트륨. 효모추출물. 타마린드검. 혼합간장. 복합조미식품. 천연향신료. 복합조미식품. 복합조미식품. 변성전분. 마늘엑기스. 올리브유. 천연향신료. 마늘. D-소비톨액. 정제수. 호박산이나트륨. 혼합제제. 후추가루. 복합조미식품,
20080474073437,20080474073,1943불고기소스J,(주)진경식품,소스,양조간장. 설탕. 덱스트린. 정제수. 마늘. 후추가루. L-글루탐산나트륨. 파라옥시안식향산에틸,
20080474073438,20080474073,1943비빔장J,(주)진경식품,소스,고추장. 물엿. 설탕. 식초. 사과퓌레. 덱스트린. 고춧가루. 정제수. 혼합간장. 복합조미식품. L-글루탐산나트륨. 빙초산. 마늘. 양파. 정제소금. 참깨. 참기름. 파프리카추출색소. 올레오레진캡시컴. 파라옥시안식향산에틸,
200204610739819,20020461073,1943특제크림소스,(주)동원홈푸드,소스,정제수. 식물성크림. 가공유크림. 자연치즈. 밀가루. 변성전분. 소스. 콩기름(대두유). 가공버터. 마늘. 정제소금. 바지락엑기스. 기타가공품. 혼합제제. L-글루탐산나트륨. 양파분말. 주정. 파라옥시안식향산에틸. 파슬리플레이크. 천연향신료,
20000484353824,20000484353,1945 러브베어 카스테라,(주)화과방,빵류,설탕. 전란액. 조림류. 가당연유. 박력분. 혼합제제. 채종유(유채유또는카놀라유). 벌꿀. 쇼트닝. 혼합제제. 혼합제제. 합성팽창제. 식용유지가공품. 혼합제제,
20000484353825,20000484353,1945 바나나 카스테라,(주)화과방,빵류,가당연유. 기타 식용유지가공품. 혼합제제. 조림류. 전란액. 설탕. 박력분. 혼합제제. 채종유(유채유 또는 카놀라유). 벌꿀. 쇼트닝. 바나나향. 혼합제제. 혼합제제,
19960358269704,19960358269,1945단팥빵,(주)한국전통문화사업단,빵류,강력분. 백설탕. 계란. 마가린. 효모. 식물성크림. 재제소금(재제조소금). 가공유크림. 식품첨가물혼합제제. 농산물조림,
20200234041103,20200234041,1950 옌날 곶감 양념육,대평푸드,식육함유가공품,돼지고기. 정제수. 배. 사과. 마늘. 고추장. 콜라원액 A. 소주. 카라멜소스. 간장. 양파. 곶감. 혼합조미료. 물엿. 참기름. 설탕,
2016009113036,20160091130,1950 일구오공,주식회사 큐앤리브즈,침출차,건조녹차. 루이보스잎. 볶은마테. 레몬머틀잎. 레몬그라스잎. 볶은보리. 제주조릿대잎. 보리수나무잎,
20090355259551,20090355259,1950년 쇠고기다시,(주)새한BiF,복합조미식품,정제소금. L-글루탐산나트륨. 설탕. 옥수수전분. 복합조미식품. 향신료가공품. 양파분말. 복합조미식품. 복합조미식품. 후추가루. 호박산이나트륨. 복합조미식품. 효모추출물. 구연산. 소스. 식품첨가물혼합제제. 올레오레진블랙페퍼. 식품첨가물혼합제제. 5-리보뉴클레오티드이나트륨. 식물성크림. 식용우지. 식육가공품. 복합조미식품. 소스,
2020062062266,20200620622,1950멀티패키지,한라산1950,기타 코코아가공품,카카오. 코코아버터. 설탕. 현미. 호두. 아몬드분말. 덩굴월귤. 건살구. 피스타치오견과. 아몬드. 녹차가루. 보검선인장가루. 감귤. 기타가공품,
2018062221578,20180622215,1950씨솔트해수,(재)제주테크노파크용암해수센터,기타가공품,정제수. 기타가공품,
201300190821,20130019082,1950씨유엣더탑(1950 see you at the top),농업회사법인㈜ 제주양조장,과실주,감귤농축과즙액. 무수아황산,
201300190822,20130019082,1950씨유엣더탑(1950 see you at the top) 천혜향,농업회사법인㈜ 제주양조장,과실주,천혜향. 감귤. 무수아황산,
201300190825,20130019082,1950씨유엣더탑(1950 see you at the top)자청비,농업회사법인㈜ 제주양조장,일반증류주,증류원액. 정제수,
20200234041101,20200234041,1950옌날시골집만두(고기),대평푸드,만두,돼지고기. 두부. 밀가루. 양파. 식물성유지. 주정. 정제수. 생강. 마늘. 전분. 부추. 계란. 혼합조미료. 호박. 대파. 양배추. 배추,
20200234041102,20200234041,1950옌날시골집만두(김치),대평푸드,만두,식물성유지. 주정. 정제수. 생강. 마늘. 전분. 혼합조미료. 계란. 고춧가루. 부추. 호박. 양배추. 대파. 절임배추. 두부. 밀가루. 돼지고기. 양파,
202201593409,20220159340,1951 냉동 김치찜만두,딤섬키친2,만두,배추김치. 밀가루. 정제소금. 정제수. 만두소,
202201593408,20220159340,1951 냉동 부추당면만두,딤섬키친2,만두,밀가루. 불린당면. 부추. 정제소금. 정제수. 만두소,
2017278166435,20172781664,1951설마리 전투,주식회사 속초맥주,맥주,null,
20170526040282,20170526040,1953대사공부육보차,천지운 주식회사 농업회사법인,침출차,차나무잎,
20050464127683,20050464127,1954등심스테이크소스,(주)삼일에프엔비,소스,전지분유. 복합조미식품. 사골엑기스. 식용우지. 두류가공품. L-글루탐산나트륨. 카라멜색소. 곡류가공품. 식물성크림. 정제수. 소스,
20050464127701,20050464127,1954양념등심소스,(주)삼일에프엔비,소스,설탕. 천연향신료. L-글루탐산나트륨. 카라멜색소. 소스. 탄산음료. 과.채가공품. 배퓌레. 사과퓌레. 양파. 마늘. 혼합간장. 정제수. 포도주스. 주정,
197202880022871,19720288002,1955 소스,주식회사 오뚜기,소스,난황액. 토마토케첩. 액상과당. 물엿. 발효식초. 사워크림. 백설탕. 정제수. 대두기름. 비타민 B2. 이.디.티.에이.칼슘이나트륨. 변성전분. 정제염. 카라멜색소. 잔탄검. 식물성분해단백. 건조당밀. 스모크풍미유. 이스트엑기스. L-글루타민산나트륨. 스모크향. 시즈닝오일-3. 시즈닝오일-9,
2016002999523,20160029995,1957 다크블랜드,대한다업(주)필동티카페연구소,커피,커피원두. 커피원두. 커피원두,
2016002999554,20160029995,1957 시그니처,대한다업(주)필동티카페연구소,고형차,차나무잎,
2016002999555,20160029995,1957 시그니처 파우더,대한다업(주)필동티카페연구소,고형차,차나무잎. 백설탕,
2002051908790,20020519087,1957 우엉차,대한다업(주)2공장,침출차,우엉,
2002051908791,20020519087,1957 작두콩차,대한다업(주)2공장,침출차,도두씨앗,
2002051908792,20020519087,1957 호박팥차,대한다업(주)2공장,침출차,팥. 호박,
2002051908775,20020519087,1957시그니처,대한다업(주)2공장,고형차,차나무잎,
20170526040254,20170526040,1958진년공부화전차,천지운 주식회사 농업회사법인,침출차,차나무잎,
20070470050200,20070470050,1959 닭표 중면,(주)우리면,건면,정제소금. 밀가루. 변성전분,
20080474073451,20080474073,195피자소스,(주)진경식품,소스,설탕. 양파. 토마토페이스트. 토마토케첩. 과채가공품. 천연향신료. 변성전분. 콩기름(대두유). 발효식초. 파라옥시안식향산에틸. 구연산. 정제수,
19960144406370,19960144406,1963 가정 간편 어묵탕,(주)늘푸른바다,기타 어육가공품,묵류. 소스. 어묵. 계란. 무. 정제수. 다시마,
19960144406682,19960144406,1963 간장 어묵볶음,(주)늘푸른바다,기타 어육가공품,어묵. 양파. 소스. 파프리카. 당근. 올리브유,
1996014440656,19960144406,1963 간편 어묵탕,(주)늘푸른바다,기타 어육가공품,어묵. 어묵. 어묵. 무. 어묵. 깐계란. 어묵. 정제수. 묵류. 다시마. 소스류,
19960144406307,19960144406,1963 고래사 캠핑어묵탕,(주)늘푸른바다,기타 어육가공품,무. 어묵. 깐계란. 어묵. 정제수. 어묵. 다시마. 소스류. 묵류. 어묵. 어묵,
19960144406683,19960144406,1963 고추장 어묵볶음,(주)늘푸른바다,기타 어육가공품,어묵. 양파. 소스. 파프리카. 당근. 올리브유,
2018037246614,20180372466,1964 블렌드 드립커피,뉴지코리아(주),커피,볶은커피원두,
2018037246613,20180372466,1964 블렌드 오가닉 드립커피,뉴지코리아(주),커피,볶은커피원두,
2007027509098,20070275090,1964 블렌드 오가닉 드립커피,대한다업(주)디티엔커피,커피,볶은커피. 볶은커피. 볶은커피,
2015003359238,20150033592,1964밀크크림빵,1964 베이커리,빵류,우유. 강력분. 백설탕. 중력분. 옥수수전분. 바닐라빈. 건조효모. 트레할로스. 정제소금. 버터. 기타가공품. 탈지분유. 생크림. 계란흰자. 박력분,
2015003359240,20150033592,1964블랙케익,1964 베이커리,빵류,계란노른자. 계란흰자. 코코아매스. 채종유(유채유또는카놀라유). 베이킹파우더. 박력분. 코코아분말. 레몬즙. 우유. 백설탕. 트레할로스,
20130360392140,20130360392,1964블렌드 오가닉 드립커피,(주)지피코 2공장,커피,볶은커피. 볶은커피. 볶은커피,
2013036039271,20130360392,1964블렌드 오가닉커피,(주)지피코 2공장,커피,볶은커피. 볶은커피. 볶은커피,
2015003359237,20150033592,1964우유브레드,1964 베이커리,빵류,강력분. 우유. 연유. 백설탕. 버터. 탈지분유분말. 박력분. 재제소금(재제조소금). 계란흰자. 채종유(유채유또는카놀라유). 건조효모. 아몬드분말. 식품첨가물혼합제제. 베이킹파우더,
20020392437332,20020392437,1966 무교동 유정낙지,동화푸드,기타 수산물가공품,절단낙지. 소스류. 파,
20020392437154,20020392437,1966무교동 유정낙지 낙지젓,동화푸드,양념젓갈,양념젓갈. 간생강. 간마늘. 고춧가루. 물엿,
20120444031171,20120444031,1967 맛있게 매운 쭈꾸미,(주)다담은,기타 수산물가공품,소스. 주꾸미,
2012037013925,20120370139,1970년생.땅콩갸라멜,더식품,캔디류,백설탕. 땅콩. 한천. 유화제. 마가린. 정제소금. 물엿. 맥아물엿,
2015049005642,20150490056,1972 포도 발사믹식초,농업회사법인(주)한스올가닉,발효식초,발효식초. 포도농축액,
199304430282163,19930443028,1974 냉면육수(5배),(주)면사랑,소스,발효식초. 정제수. 소스. 소스. 발효식초. 정제소금. 식육추출가공품. L-글루탐산나트륨. 소스. 소스. 복합조미식품. 소스. 5-리보뉴클레오티드이나트륨. DL-사과산. 구연산. 합성향료. 잔탄검. 수크랄로스,
20180396304114,20180396304,1974 대전집 소내장탕,농업회사법인 정원(주),즉석조리식품,고추맛기름. 들깨가루. 된장. 정제수. 복합조미식품. 간마늘. 고춧가루. 정제소금. 혼합간장. 소내장. 사골우거지베이스. 소곱창,
1972033800192,19720338001,1974 왕두부,(주)오빌식품,두부,천연응고제. 대두,
2009044301241,20090443012,1974 왕두부 찌개/부침겸용,(주)에스앤푸드,두부,응고제. 대두,
19970440018100,19970440018,1974 치즈 돈까스,(주)계룡식품,식육함유가공품,복합조미식품. 자연치즈. 돼지등심. 기타가공품. 베타믹스. 정제수,
